""	"Vimss.ID"	"Upstream"	"X"	"X.1"	"X.2"	"Synonymous"	"X.3"	"X.4"	"X.5"	"Nonsynonymous"	"X.6"	"X.7"	"X.8"	"Downstream"	"X.9"	"X.10"	"X.11"	"EC.numbers"	"Names.of.metabolites"	"Log2.ratio"	"p.value"	"SD.test"	"SD.ref"	"TF.binding.sites"	"Sigma.sites"	"Is.mapped.to.ortholog"	"Max.ratio"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"11"	3474604	0	0	0	0	4	1	1	2	0	0	0	0	0	0	0	0	"2.5.1.47,6.1.1.21"	"cysteine , adenosine-5-monophosphate"	"-0.460493780550349 , 0.364876166016188"	"0.708015912339639 , 0.766081697680536"	"0.0656729720449602 , 0.0567574552244345"	"0.0676196395268777 , 0.0443540520619505"	""	""	"yes"	0.460493780550349	"16613"	"0"	"0"	"1"	"0"	"3"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6.1.1.21"	"adenosine-5-monophosphate"	"-0.364876166016188"	"0.766081697680536"	"0.0443540520619505"	"0.0567574552244345"	""	" , Sigma70"	"yes"	"-0.364876166016188"
"12"	3476312	2	0	3	2	1	3	3	0	0	0	0	0	0	0	0	0	"3.2.1.22"	"galactinol 1"	"-0.501880759226601"	"0.352618686694141"	"0.000372670185834307"	"0.00113748911214546"	" , CRP , MelR , MelR , MelR"	" , Sigma70"	"yes"	-0.501880759226601	"18147"	"0"	"3"	"3"	"1"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	" , CRP , MelR , MelR , MelR"	" , Sigma70"	"yes"	"0"
"13"	3472361	0	1	0	0	8	8	5	6	0	1	0	0	0	0	0	0	"3.2.1.23"	"galactose"	"-1.77351113801537"	"0.12690288930768"	"0.000535232582653177"	"0.00116508998487572"	" , CRP , CRP , H-NS , LacI"	""	"yes"	-1.77351113801537	"14482"	"0"	"0"	"1"	"0"	"7"	"3"	"8"	"9"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3.2.1.23"	"galactose"	"1.77351113801537"	"0.12690288930768"	"0.00116508998487572"	"0.000535232582653177"	" , CRP , CRP , H-NS , LacI"	" , Sigma70"	"yes"	"1.77351113801537"
"14"	3472761	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	"2.7.1.6"	"galactose"	"-1.77351113801537"	"0.12690288930768"	"0.000535232582653177"	"0.00116508998487572"	" , CRP , CRP , GalR , GalR , GalS , GalS , H-NS , HU"	""	"yes"	-1.77351113801537	"14882"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.7.1.6"	"galactose"	"1.77351113801537"	"0.12690288930768"	"0.00116508998487572"	"0.000535232582653177"	" , CRP , CRP , GalR , GalR , GalS , GalS , H-NS , HU"	" , Sigma38,Sigma70 , Sigma70"	"yes"	"1.77351113801537"
"15"	3475209	1	0	0	1	15	12	8	10	0	0	0	0	0	0	0	0	"3.2.1.23"	"galactose"	"-1.77351113801537"	"0.12690288930768"	"0.000535232582653177"	"0.00116508998487572"	" , CRP , EbgR"	" , Sigma24 , Sigma70"	"yes"	-1.77351113801537	"1936924"	"1"	"0"	"1"	"0"	"12"	"8"	"13"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3.2.1.23"	"galactose"	"1.77351113801537"	"0.12690288930768"	"0.00116508998487572"	"0.000535232582653177"	" , CRP , EbgR"	" , Sigma70"	"yes"	"1.77351113801537"
"16"	3475119	0	0	0	0	3	1	1	0	0	0	0	0	2	0	0	0	"3.5.1.78,6.3.1.8"	"glutathione , glutathione"	"-0.86102358685119 , -0.86102358685119"	"0.398209640847857 , 0.398209640847857"	"0.0273826844129481 , 0.0273826844129481"	"0.0486311964049712 , 0.0486311964049712"	""	" , Sigma70"	"yes"	0.86102358685119	"17066"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"6.3.1.8"	"glutathione"	"0.86102358685119"	"0.398209640847857"	"0.0486311964049712"	"0.0273826844129481"	""	""	"yes"	"0.86102358685119"
"17"	3472832	0	0	0	0	2	2	3	3	0	0	0	0	0	0	0	0	"1.97.1.-,1.97.1.4"	"glutathione , methionine"	"-0.86102358685119 , -1.20413896034235"	"0.398209640847857 , 0.44036680356283"	"0.0273826844129481 , 0.00289600450975022"	"0.0486311964049712 , 0.0404006885738535"	""	" , Sigma38 , Sigma70"	"yes"	1.20413896034235	"14949"	"0"	"0"	"0"	"0"	"3"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1.97.1.4"	"methionine"	"1.20413896034235"	"0.44036680356283"	"0.0404006885738535"	"0.00289600450975022"	""	""	"yes"	"1.20413896034235"
"18"	3476138	0	0	0	0	4	5	2	2	0	0	0	0	0	0	0	0	"1.97.1.-,1.97.1.4"	"glutathione , methionine"	"-0.86102358685119 , -1.20413896034235"	"0.398209640847857 , 0.44036680356283"	"0.0273826844129481 , 0.00289600450975022"	"0.0486311964049712 , 0.0404006885738535"	""	" , Sigma70"	"yes"	1.20413896034235	"17991"	"0"	"0"	"0"	"0"	"2"	"3"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1.97.1.4"	"methionine"	"1.20413896034235"	"0.44036680356283"	"0.0404006885738535"	"0.00289600450975022"	""	" , Sigma28 , Sigma32 , Sigma70"	"yes"	"1.20413896034235"
"19"	3473797	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	"3.5.1.-,3.5.1.19"	"glutathione , nicotinamide"	"-0.86102358685119 , -0.58528125791222"	"0.398209640847857 , 0.442370218886287"	"0.0273826844129481 , 0.019124579435336"	"0.0486311964049712 , 0.0204846006947885"	""	" , Sigma70"	"yes"	0.86102358685119	"15886"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3.5.1.19"	"nicotinamide"	"0.585281257912221"	"0.442370218886287"	"0.0204846006947885"	"0.019124579435336"	""	""	"yes"	"0.585281257912221"
"20"	3473098	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	"1.1.1.79,1.1.1.81"	"glyceric acid , glyceric acid"	"-0.0789849138420592 , -0.0789849138420592"	"0.948423668519921 , 0.948423668519921"	"0.0464080896611698 , 0.0464080896611698"	"0.0303021322243173 , 0.0303021322243173"	""	""	"yes"	0.0789849138420592	"15155"	"0"	"1"	"1"	"3"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1.1.1.81,1.1.1.95"	"glyceric acid , 3-phosphoglycerate"	"0.0789849138420591 , 0.437719659196196"	"0.948423668519921 , 0.514561614050625"	"0.0303021322243173 , 0.0147166711315958"	"0.0464080896611698 , 0.00363325157772906"	""	""	"yes"	"0.437719659196196"
"21"	3474248	0	0	0	0	1	0	6	4	0	0	0	0	0	0	0	0	"2.7.1.-,2.7.1.69"	"glyceric acid , mannose-6-phosphate NIST"	"-0.0789849138420592 , -1.95699023422295"	"0.948423668519921 , 0.390699466355439"	"0.0464080896611698 , 0.0186695855359539"	"0.0303021322243173 , 0.0881757158809604"	" , Cra"	""	"yes"	1.95699023422295	"16278"	"0"	"0"	"0"	"0"	"3"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.7.1.69"	"mannose-6-phosphate NIST"	"1.95699023422295"	"0.390699466355439"	"0.0881757158809604"	"0.0186695855359539"	" , Cra"	" , Sigma70"	"yes"	"1.95699023422295"
"22"	3474462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"2.7.1.-,2.7.1.69,2.7.3.9"	"glyceric acid , mannose-6-phosphate NIST"	"-0.0789849138420592 , -1.95699023422295"	"0.948423668519921 , 0.390699466355439"	"0.0464080896611698 , 0.0186695855359539"	"0.0303021322243173 , 0.0881757158809604"	""	""	"yes"	1.95699023422295	"16488"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.7.1.69,2.7.3.9"	"mannose-6-phosphate NIST"	"1.95699023422295"	"0.390699466355439"	"0.0881757158809604"	"0.0186695855359539"	""	""	"yes"	"1.95699023422295"
"23"	3471955	0	0	0	0	10	13	10	10	0	0	0	0	0	0	0	0	"1.1.1.3,2.7.2.4"	"homoserine , aspartic acid"	"-0.359309429842608 , 0.378955683136698"	"0.631998786762162 , 0.741513314006951"	"0.00930284126355369 , 0.00983935354076784"	"0.0128627262208111 , 0.0104317442316806"	""	" , Sigma70"	"yes"	0.378955683136698	"14147"	"0"	"0"	"0"	"0"	"10"	"15"	"10"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.7.2.4"	"aspartic acid"	"-0.378955683136698"	"0.741513314006951"	"0.0104317442316806"	"0.00983935354076784"	""	" , Sigma70"	"yes"	"-0.378955683136698"
"24"	3471956	0	0	0	0	4	7	2	1	0	0	0	0	0	0	0	0	"2.7.1.39"	"homoserine"	"-0.359309429842608"	"0.631998786762162"	"0.00930284126355369"	"0.0128627262208111"	""	" , Sigma70"	"yes"	-0.359309429842608	"14148"	"0"	"0"	"0"	"0"	"4"	"3"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.7.1.39"	"homoserine"	"0.359309429842608"	"0.631998786762162"	"0.0128627262208111"	"0.00930284126355369"	""	" , Sigma70"	"yes"	"0.359309429842608"
"25"	3474434	0	0	0	0	18	8	10	19	0	0	0	0	0	0	0	0	"1.1.1.3,4.2.1.17,1.1.1.35,5.1.2.3"	"homoserine"	"-0.359309429842608"	"0.631998786762162"	"0.00930284126355369"	"0.0128627262208111"	" , ArcA , FadR"	" , Sigma70"	"yes"	-0.359309429842608	"16447"	"0"	"0"	"0"	"0"	"17"	"10"	"12"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1.1.1.3,4.2.1.17,5.1.2.3,1.1.1.35"	"homoserine"	"0.359309429842608"	"0.631998786762162"	"0.0128627262208111"	"0.00930284126355369"	""	""	"yes"	"0.359309429842608"
"26"	3476126	0	0	0	0	1	5	1	4	0	0	0	0	0	0	0	1	"1.1.1.3,2.7.2.4"	"homoserine , aspartic acid"	"-0.359309429842608 , 0.378955683136698"	"0.631998786762162 , 0.741513314006951"	"0.00930284126355369 , 0.00983935354076784"	"0.0128627262208111 , 0.0104317442316806"	" , MetJ , PhoP , YjiE"	""	"yes"	0.378955683136698	"17979"	"0"	"0"	"0"	"0"	"3"	"2"	"4"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2.7.2.4"	"aspartic acid"	"-0.378955683136698"	"0.741513314006951"	"0.0104317442316806"	"0.00983935354076784"	" , MetJ , PhoP , YjiE"	" , Sigma70"	"yes"	"-0.378955683136698"
"27"	3476201	0	0	2	0	4	2	4	2	0	0	0	0	0	0	1	1	"2.3.1.46"	"homoserine"	"-0.359309429842608"	"0.631998786762162"	"0.00930284126355369"	"0.0128627262208111"	" , MetJ"	""	"yes"	-0.359309429842608	"18041"	"1"	"1"	"0"	"0"	"3"	"6"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2.3.1.46"	"homoserine"	"0.359309429842608"	"0.631998786762162"	"0.0128627262208111"	"0.00930284126355369"	" , MetJ"	" , Sigma32 , Sigma70"	"yes"	"0.359309429842608"
"28"	3471955	0	0	0	0	10	13	10	10	0	0	0	0	0	0	0	0	"1.1.1.3,2.7.2.4"	"homoserine , aspartic acid"	"-0.359309429842608 , 0.378955683136698"	"0.631998786762162 , 0.741513314006951"	"0.00930284126355369 , 0.00983935354076784"	"0.0128627262208111 , 0.0104317442316806"	""	" , Sigma70"	"yes"	0.378955683136698	"14147"	"0"	"0"	"0"	"0"	"10"	"15"	"10"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.7.2.4"	"aspartic acid"	"-0.378955683136698"	"0.741513314006951"	"0.0104317442316806"	"0.00983935354076784"	""	" , Sigma70"	"yes"	"-0.378955683136698"
"29"	3476126	0	0	0	0	1	5	1	4	0	0	0	0	0	0	0	1	"1.1.1.3,2.7.2.4"	"homoserine , aspartic acid"	"-0.359309429842608 , 0.378955683136698"	"0.631998786762162 , 0.741513314006951"	"0.00930284126355369 , 0.00983935354076784"	"0.0128627262208111 , 0.0104317442316806"	" , MetJ , PhoP , YjiE"	""	"yes"	0.378955683136698	"17979"	"0"	"0"	"0"	"0"	"3"	"2"	"4"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2.7.2.4"	"aspartic acid"	"-0.378955683136698"	"0.741513314006951"	"0.0104317442316806"	"0.00983935354076784"	" , MetJ , PhoP , YjiE"	" , Sigma70"	"yes"	"-0.378955683136698"
"30"	3475940	0	0	0	0	3	9	10	0	0	0	0	0	0	0	1	0	"2.6.1.42"	"isoleucine"	"0.0456925013289037"	"0.96866951273982"	"0.0282780345282557"	"0.0292533765672374"	" , IHF , IHF , Lrp"	" , Sigma70"	"yes"	0.0456925013289037	"1937119"	"0"	"0"	"0"	"0"	"3"	"7"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2.6.1.42"	"isoleucine"	"-0.0456925013289036"	"0.96866951273982"	"0.0292533765672374"	"0.0282780345282557"	" , IHF , IHF , Lrp"	" , Sigma70"	"yes"	"-0.0456925013289036"
"31"	3473446	0	1	0	1	2	4	4	3	0	0	0	0	0	0	0	0	"1.2.1.21,1.2.1.22"	"lactic acid"	"-1.43345634497346"	"0.410024750014672"	"0.00196185971319482"	"0.011486019267248"	" , ArcA , CRP , DnaA , FNR"	" , Sigma70"	"yes"	-1.43345634497346	"15537"	"0"	"1"	"1"	"0"	"1"	"4"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	" , ArcA , CRP , DnaA , FNR"	" , Sigma70"	"yes"	"0"
"32"	3475772	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	2	"1.1.2.3"	"lactic acid"	"-1.43345634497346"	"0.410024750014672"	"0.00196185971319482"	"0.011486019267248"	" , ArcA , LldR , LldR"	" , Sigma70"	"yes"	-1.43345634497346	"17666"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1.1.2.3"	"lactic acid"	"1.43345634497346"	"0.410024750014672"	"0.011486019267248"	"0.00196185971319482"	" , ArcA , LldR , LldR"	" , Sigma70"	"yes"	"1.43345634497346"
"33"	3474291	0	0	0	0	2	2	3	2	0	0	0	0	0	0	0	0	"1.1.5.4,1.1.99.16"	"malic acid , malic acid"	"-0.559340751415306 , -0.559340751415306"	"0.601271781187417 , 0.601271781187417"	"0.000136182815874595 , 0.000136182815874595"	"0.000607322119928488 , 0.000607322119928488"	""	""	"yes"	0.559340751415306	"16318"	"0"	"0"	"0"	"0"	"2"	"3"	"0"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"1.1.5.4,1.1.99.16"	"malic acid , malic acid"	"0.559340751415306 , 0.559340751415306"	"0.601271781187417 , 0.601271781187417"	"0.000607322119928488 , 0.000607322119928488"	"0.000136182815874595 , 0.000136182815874595"	""	" , Sigma24 , Sigma70"	"yes"	"0.559340751415306"
"34"	3474305	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"2.8.3.-,2.8.3.6"	"malic acid , succinic acid"	"-0.559340751415306 , -0.755523820441955"	"0.601271781187417 , 0.449215044053545"	"0.000136182815874595 , 0.00245608974381594"	"0.000607322119928488 , 0.00378396524930842"	""	" , Sigma54 , Sigma70"	"yes"	0.755523820441955	"16329"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.8.3.5"	"succinic acid"	"0.755523820441955"	"0.449215044053545"	"0.00378396524930842"	"0.00245608974381594"	" , AtoC , IHF"	" , Sigma54"	"yes"	"0.755523820441955"
"35"	3474784	0	0	0	0	3	1	2	1	0	0	0	0	0	0	0	0	"2.7.1.69,2.7.1.-"	"mannose-6-phosphate NIST , glyceric acid"	"-1.95699023422295 , -0.0789849138420592"	"0.390699466355439 , 0.948423668519921"	"0.0186695855359539 , 0.0464080896611698"	"0.0881757158809604 , 0.0303021322243173"	" , CRP , GutM , GutR , H-NS"	""	"yes"	1.95699023422295	"16788"	"0"	"0"	"0"	"0"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.7.1.69"	"mannose-6-phosphate NIST"	"1.95699023422295"	"0.390699466355439"	"0.0881757158809604"	"0.0186695855359539"	" , CRP , GutM , GutR , H-NS"	" , Sigma70"	"yes"	"1.95699023422295"
