"log2(ratio)"	"p-value"	"SD test"	"SD ref"
"rhamnose 1"	0.0517461071263107	0.960555905993534	0.0241518599955095	0.0693632003661888
"serine"	-1.67799565740835	0.100077528394262	0.0159383285792169	0.0447793119379155
"sorbose meox2"	1.04786488391687	0.45067052886623	0.0504349288950537	0.0339519470992305
"stearic acid"	-1.2330869833047	0.00471697948763502	0.00380499316186665	0.0112097376525703
"succinic acid"	-2.76566066777793	0.0261993597046753	0.00345930060825997	0.0492834186349829
"threitol 2"	0.408061844834195	0.667115855877862	0.028640164873426	0.0312705565494658
"threonine"	-0.480238131526708	0.54121428737886	0.0172016272547041	0.0313223470100303
"threonine 2TMS"	0.608155614977878	0.583335619049792	0.0303569208134692	0.0212415132075547
"thymine"	-2.32488532138727	0.00907283613669183	0.00503012850558662	0.0414043011039157
"triethylamine, 2-chloro-2'-(trimethyl)silyloxy-"	-5.82416358456755	1.96446122487484e-05	0.000232933844846653	0.0266858747812374
"tryosine"	-0.108896884226522	0.928553215424793	0.0313576617479077	0.0258437694417418
"tyrosine"	-0.0159919339245572	0.988386369830093	0.0289435827589626	0.0324161713032568
"urea"	-6.24443119859944	0.0101521942342375	7.81893647331562e-05	0.0535588153502923
"valine"	0.754740717471854	0.525172911594539	0.0394501387124156	0.0230658320076945
"valine TMS1x poor spec quality"	-0.90841214859737	0.379482732344192	0.0155218451877653	0.0317099271933506
"xanthine"	-3.98109090249013	0.00149782971489497	0.00206116642545458	0.0448305571426635
"xylose 2"	0.756565700323315	0.203907118948894	0.0159058453756054	0.0418055137582256
