"Vimss ID"	"Upstream"	""	""	""	"Synonymous"	""	""	""	"Nonsynonymous"	""	""	""	"Downstream"	""	""	""	"EC numbers"	"Names of metabolites"	"Log2 ratio"	"p-value"	"SD test"	"SD ref"	"TF binding sites"	"Sigma sites"	"Is mapped to ortholog"	"Max ratio"	"Didn't align"	"Type of alignment for TF site"
"15184"	"0"	"0"	"0"	"0"	"5"	"4"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3.5.2.3"	"N-carbamoylaspartate"	"0.369375257289823"	"0.517632889291251"	"0.00012187377883759"	"1.3320757294355e-05"	" Fur PurR"	" Sigma70"	"3473132"	"0.369375257289823"	"0"	"0"
"15886"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3.5.1.19"	"nicotinamide"	"0.585281257912221"	"0.442370218886287"	"0.0204846006947885"	"0.019124579435336"	""	""	"3473797"	"0.585281257912221"	"0"	"0"
"17996"	"0"	"0"	"0"	"0"	"3"	"6"	"5"	"5"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"3.5.1.16"	"ornithine 3TMS minor"	"0.536819815315001"	"0.569845113186573"	"0.0240881083700688"	"0.00595166246655171"	" ArgR"	" Sigma70"	"3476143"	"0.536819815315001"	"0"	"0"
"18279"	"0"	"0"	"0"	"0"	"11"	"4"	"9"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"2.1.3.3"	"ornithine 3TMS minor"	"0.536819815315001"	"0.569845113186573"	"0.0240881083700688"	"0.00595166246655171"	" ArgR"	" Sigma70"	"3476462"	"0.536819815315001"	"0"	"0"
"17703"	"0"	"0"	"0"	"0"	"3"	"3"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.4.2.10"	"orotic acid"	"2.01315574519335"	"0.360043309845292"	"0.0107628835268532"	"0.00237112333900265"	""	" Sigma28,Sigma32"	"3475806"	"2.01315574519335"	"0"	"0"
"14590"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3.1.2.-"	"palmitoleic acid"	"1.19244861916346"	"0.368917848468468"	"0.0287540577355029"	"0.0152771111905426"	""	""	"3472481"	"1.19244861916346"	"0"	"0"
"15373"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3.1.2.-"	"palmitoleic acid"	"1.19244861916346"	"0.368917848468468"	"0.0287540577355029"	"0.0152771111905426"	""	" Sigma32"	"3473308"	"1.19244861916346"	"0"	"0"
"16370"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"4.2.99.20,3.1.2.-"	"palmitoleic acid"	"1.19244861916346"	"0.368917848468468"	"0.0287540577355029"	"0.0152771111905426"	""	""	"3474351"	"1.19244861916346"	"0"	"0"
"16129"	"0"	"0"	"0"	"0"	"7"	"7"	"6"	"8"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2.6.1.9"	"phenylalanine"	"0.535279635328074"	"0.625881772774989"	"0.0235314451867926"	"0.0173696364830264"	""	""	"3474102"	"0.535279635328074"	"0"	"0"
"16694"	"0"	"1"	"0"	"0"	"1"	"3"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4.2.1.51,5.4.99.5"	"phenylalanine"	"0.535279635328074"	"0.625881772774989"	"0.0235314451867926"	"0.0173696364830264"	""	" Sigma70"	"3474699"	"0.535279635328074"	"0"	"0"
"17981"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1.11.1.6,1.11.1.7"	"phenylalanine"	"0.535279635328074"	"0.625881772774989"	"0.0235314451867926"	"0.0173696364830264"	" FNR Fur OxyR"	" Sigma70"	"3476128"	"0.535279635328074"	"0"	"0"
"15311"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1.4.99.1"	"phenylpyruvic acid"	"-0.110040041291689"	"0.939626764393399"	"0.0786687159941295"	"0.0754680845790009"	" CRP CRP Lrp"	" Sigma70"	"3473239"	"-0.110040041291689"	"0"	"0"
"17889"	"0"	"0"	"1"	"0"	"5"	"8"	"10"	"9"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"4.1.1.-"	"phenylpyruvic acid"	"-0.110040041291689"	"0.939626764393399"	"0.0786687159941295"	"0.0754680845790009"	""	" Sigma70"	"3476018"	"-0.110040041291689"	"0"	"0"
"15206"	"0"	"0"	"0"	"0"	"13"	"9"	"17"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3.1.26.12,3.1.4.-"	"phosphoethanolamine"	"0.762677676098965"	"0.326820745779441"	"0.00577529899293872"	"0.00391238487476641"	""	" Sigma70"	"3473154"	"0.762677676098965"	"0"	"0"
"18221"	"0"	"0"	"1"	"0"	"4"	"5"	"9"	"6"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"4.1.1.85,4.1.2.-"	"phosphoethanolamine"	"0.762677676098965"	"0.326820745779441"	"0.00577529899293872"	"0.00391238487476641"	" CRP IHF UlaR"	" Sigma70"	"3476392"	"0.762677676098965"	"0"	"0"
"1937124"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3.6.1.11,3.6.1.40"	"phosphoric acid , phosphoric acid"	"0.688589475140754 , 0.688589475140754"	"0.218766561334181 , 0.218766561334181"	"0.0166613353448738 , 0.0166613353448738"	"0.0101369418270666 , 0.0101369418270666"	""	""	"3475948"	"0.688589475140754 "	"0"	"0"
"18403"	"0"	"0"	"0"	"0"	"1"	"8"	"6"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.4.2.2,2.4.2.4"	"phosphoric acid , phosphoric acid"	"0.688589475140754 , 0.688589475140754"	"0.218766561334181 , 0.218766561334181"	"0.0166613353448738 , 0.0166613353448738"	"0.0101369418270666 , 0.0101369418270666"	" CRP CRP CytR DeoR Fis ModE"	" Sigma70"	"3476568"	"0.688589475140754 "	"0"	"0"
"14524"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1.5.1.2"	"proline"	"-0.27500284262392"	"0.807992051812519"	"0.0215615278884641"	"0.0181592886439549"	""	""	"3472406"	"-0.27500284262392"	"0"	"0"
"15138"	"0"	"0"	"0"	"0"	"13"	"13"	"23"	"26"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"1.5.1.12,1.5.99.8"	"proline"	"-0.27500284262392"	"0.807992051812519"	"0.0215615278884641"	"0.0181592886439549"	" BasR MarA PutA"	" Sigma70"	"3473077"	"-0.27500284262392"	"0"	"0"
"1937180"	"0"	"0"	"0"	"0"	"3"	"5"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5.3.1.14"	"rhamnose 1"	"0.360535579342433"	"0.409413806079573"	"0.00106904493698293"	"0.00169926823306305"	" CRP RhaS"	" Sigma70"	"3476084"	"0.360535579342433"	"0"	"0"
"18182"	"0"	"0"	"0"	"0"	"6"	"1"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1.3.1.6,1.3.99.1"	"succinic acid , succinic acid"	"0.755523820441955 , 0.755523820441955"	"0.449215044053545 , 0.449215044053545"	"0.00378396524930842 , 0.00378396524930842"	"0.00245608974381594 , 0.00245608974381594"	" DcuR FNR NarL"	" Sigma38,Sigma70"	"3476350"	"0.755523820441955 "	"0"	"0"
"14149"	"0"	"0"	"0"	"0"	"4"	"4"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4.2.3.1"	"threonine"	"1.14914738741664"	"0.435472614953004"	"0.0329947877500528"	"0.0139330484409913"	""	" Sigma70"	"3471957"	"1.14914738741664"	"Aligned"	"0"
"17677"	"0"	"0"	"0"	"0"	"13"	"5"	"2"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1.1.1.103"	"threonine"	"1.14914738741664"	"0.435472614953004"	"0.0329947877500528"	"0.0139330484409913"	" Lrp"	" Sigma70"	"3475783"	"1.14914738741664"	"0"	"0"
"14475"	"0"	"0"	"0"	"0"	"3"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3.5.4.1"	"thymine"	"1.04563736973463"	"0.38483432140318"	"0.0288530413870197"	"0.0079053695021144"	" Nac PurR"	" Sigma70"	"3472355"	"1.04563736973463"	"0"	"0"
"14377"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2.4.2.22"	"xanthine"	"0.188267231709543"	"0.87354379315821"	"0.0574043596791483"	"0.0554484957635158"	""	" Sigma70"	"3472218"	"0.188267231709543"	"0"	"0"
"16946"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1.17.1.4"	"xanthine"	"0.188267231709543"	"0.87354379315821"	"0.0574043596791483"	"0.0554484957635158"	" FNR"	" Sigma54"	"3474974"	"0.188267231709543"	"0"	"0"
"16963"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3.5.4.3"	"xanthine"	"0.188267231709543"	"0.87354379315821"	"0.0574043596791483"	"0.0554484957635158"	""	" Sigma70"	"3474991"	"0.188267231709543"	"0"	"0"
