"log2(ratio)"	"p-value"	"SD test"	"SD ref"
"glycerol-alpha-phosphate"	3.06347145206892	0.187536960866596	0.0490848335299173	0.000515089255393265
"glycerol-beta-phosphate RI 571748"	1.14309754022316	0.0421308828029075	0.00678797826381763	0.00509215229278229
"glycine"	5.34626018616233	0.240595411124853	0.0597734480822066	0.000633926807488125
"heptadecanoyl-1-glyceride"	1.87628325841409	0.0216619290354918	0.00545363460221003	0.00217732697946744
"homocystine"	1.5693245223537	0.312301812307455	0.0346209551619526	0.00315393654255362
"homoserine"	0.94609374548055	0.293399217963981	0.0020139432267125	0.00319346422614826
"homoserine minor"	-0.0551343117292975	0.926021267481507	0.0149399909719876	0.00558899474295842
"hydroxylamine"	0.316561631669229	0.534537690117271	0.00547232203225675	0.0141083765172582
"isoleucine"	-1.25491917315684	0.167638951761433	0.0237869860523887	0.0321253558422468
"isoleucine minor"	0.313217327710887	0.819270356363199	0.0279687939923538	0.0269936526767745
"lactic acid"	-3.47941184561769	0.0223251070998442	0.0125227054900325	0.0346720327371113
"lauric acid"	-0.135744708287349	0.887324750774054	0.0111985130497411	0.0160191584573992
"leucine"	1.5347200592538	0.420746615588233	0.0490509209535495	0.00308459660178877
"levoglucosan"	-1.80793602128844	0.0575727200683405	0.0145511451346507	0.0174051594000581
"maleic acid"	-2.54744959740702	0.0973735107755734	0.0070534326247694	0.0139594120434751
"malic acid"	1.01090827429564	0.433859987137093	0.00050080660199453	0.000104512472246837
"mannose-6-phosphate NIST"	5.33833742354077	0.289113156810771	0.112566829073239	0.00168797454533969
"methionine"	1.30522916492857	0.421456016200128	0.0483851376083325	0.00726171523072233
"methylhexadecanoic acid"	-0.0631520969321722	0.9124912396996	0.0068635999056272	0.0120030998224441
"monomyristin NIST"	1.0777867819013	0.0259391819139777	0.00861506679610192	0.00158491341786041
"myristic acid"	4.06113248690881	0.199186043511413	0.0430029427716347	0.00159170047520061
"N-acetylaspartic acid 2"	-2.77045984502797	0.192329815214296	0.00185105739428402	0.015005723360588
"N-acetyl-D-hexosamine"	-0.320373984815886	0.586432295092821	0.00718621840681274	0.0019027216267732
"N-butylamine NIST"	-2.60350144831352	0.00512396343399323	0.00534206577661678	0.00831138509230522
"N-carbamoylaspartate"	-7.86484160065223	0.152514691637784	0.000128540836800279	0.043257936341504
"nicotinamide"	2.59921580626969	0.0994322993583245	0.0117027673883183	0.0013495520897798
"N-methylalanine"	-2.17263264362537	0.0351061406392921	0.0132082145654127	0.0238703655667032
"O-acetylserine"	-3.21503803649377	0.0193812023453799	0.00661253639530527	0.0101506639096068
"ornithine 3TMS minor"	1.96797123375919	0.243322034649342	0.0253117418397163	0.00260728119174719
"orotic acid"	-2.59042538645239	0.0314677819687848	0.0120614864758292	0.0198107458596152
"oxalic acid"	-1.98416233359834	0.229173397952286	0.00628528063311743	0.0364274460464965
"oxoproline"	2.06109735113847	0.0134748423874484	0.00161077477602038	0.000801559483546706
"palmitic acid"	2.09577214155134	0.0513884030228537	0.0135040671852744	0.000891179349127097
"palmitoleic acid"	0.317828235712094	0.723667789009477	0.0151903581929474	0.00984621616096055
"pelargonic acid"	-2.16820525509385	0.0303783452688618	0.0082129111261423	0.0107600665480654
"phenylalanine"	-0.152713039859264	0.837968983295363	0.00751600050604369	0.00689242488821917
"phenylalanine TMS1x"	-1.75257651338249	0.144277692355126	0.00657872550637848	0.00899558682496873
"phenylpyruvic acid"	2.4760659807741	0.367038828979305	0.094395093722605	0.00408238821160169
"phosphoethanolamine"	-2.54213014032001	0.303918516328679	0.000166235270051227	0.0680656196422036
"phosphoric acid"	1.27678393997881	0.258382734899592	0.0229839656559272	0.0288694889564806
"proline"	-1.38982418461401	0.121735878499243	0.0233957109799159	0.0190483399671375
"pseudo uridine"	-0.520606872447119	0.626377540198308	0.0120540183384369	0.0273958821055235
"putrescine"	1.75143124099487	0.242520824437646	0.0374217875348549	0.0043180910772968
"putrescine 3TMS"	0.605265986598386	0.00492304353083702	0.00210757656959174	0.000774110792784179
"putrescine CO2 adduct"	-0.996340727729659	0.167660534091772	0.0146377738778525	0.00240041708805507
"pyrazine 2,5-dihydroxy  NIST"	3.59211861839292	0.0496652194671227	0.0100610427718612	0.00158530564132754
"pyrophosphate 1"	4.54749438654767	0.0321030324847195	0.0211441549891037	0.000441259574396042
"rhamnose 1"	-2.54137323217347	0.0292884397901689	8.74060231382755e-05	0.00747080002014827
"serine"	2.59525318177177	0.392710502893748	0.0762281179628536	0.00506994072581663
"sorbose meox2"	-1.86931410767575	0.319120712039131	0.00463931803098892	0.0246917850013263
"stearic acid"	1.16168582352004	0.034673632449807	0.00679409533056713	0.00562964763393449
"succinic acid"	-4.70835325951997	0.00239917865223875	0.00205118702731199	0.0147751513226589
"threitol 2"	-0.369359245047347	0.587442602384812	0.00642798716600346	0.00720832532860358
"threonine"	1.46530807272664	0.368589324662935	0.0267879184498068	0.00583165938576207
"threonine 2TMS"	-0.554297296277159	0.598673168320603	0.0259419700411299	0.0123121482502176
"thymine"	1.89941998154791	0.255499508618642	0.029643939960308	0.00370306322062119
"triethylamine, 2-chloro-2'-(trimethyl)silyloxy-"	5.80368195296396	0.0220925632649988	0.0150572510003707	0.00012262418419922
"tryosine"	-0.143975352621427	0.853172059680955	0.000265982940486953	0.0109516158710455
"tyrosine"	-0.694175233414255	0.373536323326951	0.000551169111310164	0.0126604775573481
"urea"	6.27668708729483	0.244793680640127	0.0472824990805604	6.29169369120908e-05
"valine"	-1.91481811265442	0.0480241252589445	0.000495902639543455	0.0213930665389322
"valine TMS1x poor spec quality"	-0.608308808726832	0.614712463726843	0.0184806168319177	0.0189709325145485
"xanthine"	4.47848160930233	0.206922898157304	0.0338989728611357	0.000445220486455149
"xylose 2"	-3.15827097337438	0.205136320024653	0.000584701077920432	0.0270193004570929
