"log2(ratio)"	"p-value"	"SD test"	"SD ref"
"glycerol"	-2.45164007332722	5.31986436631789e-06	0.00134609561257858	0.0193068806771984
"glycerol-alpha-phosphate"	0.544130999505605	0.0463841364829177	0.00357557273021268	0.0260187059014251
"glycerol-beta-phosphate RI 571748"	0.066347480995607	0.916708247814143	0.0154272233268582	0.0157157985511154
"glycine"	1.91163451445194	0.154323621804833	0.0352377931406923	0.0537278164462118
"heptadecanoyl-1-glyceride"	0.694150113126211	0.0049678014925107	0.00330088410133765	0.0155845780016057
"homocystine"	-0.0720815720724695	0.895035470624612	0.00909840148717982	0.0185487655809901
"homoserine"	0.531403583139698	0.0972961653172365	0.0032856691743669	0.0127566977661017
"homoserine minor"	-0.499505950577333	0.241624523660563	0.00524395442833017	0.0204663792745701
"hydroxylamine"	0.153066447121208	0.0605784713581631	0.000154052763092941	0.0079449774699134
"isoleucine"	-0.0523273315880927	0.902808017518661	0.0088721105136197	0.0289595253815345
"isoleucine minor"	-0.547649504586301	0.359316241367152	0.00677239522108768	0.0293059911473691
"lactic acid"	-3.08339497314158	0.0172445167384875	0.00131973043387207	0.0487345667704006
"lauric acid"	-1.89309275821833	0.0551042399598998	0.00111867622490593	0.051664306104706
"leucine"	0.941515042865877	0.247754689134837	0.0195363812305163	0.0326109814487683
"levoglucosan"	-1.64964598998238	0.00102261425049594	0.00151306155161191	0.0269519436586864
"maleic acid"	-2.95564490815705	0.0113782486662611	0.000175966542764893	0.0214061019075921
"malic acid"	-6.27954704085303	0.0427479948501127	0.000172510984053126	0.0783586958941269
"mannose-6-phosphate NIST"	-1.15440592914959	0.190784873118017	0.0096516011799888	0.0567504185110202
"methionine"	-0.149746072333646	0.686146245058342	0.00410517453309467	0.0252523659147208
"methylhexadecanoic acid"	-0.7687894590764	0.00220382700923347	0.0017245661379038	0.0121678005828144
"monomyristin NIST"	0.0617226922581807	0.9182460106579	0.0137617300768901	0.00944582659932814
"myristic acid"	-1.97326686909474	0.0094250246962827	0.00180309818744993	0.040471177176805
"N-acetylaspartic acid 2"	-3.97746619414405	0.141001727517387	0.000348501546454707	0.087025149819769
"N-acetyl-D-hexosamine"	-3.65826420386853	0.0448944918295709	0.00132175088553877	0.0549654197379483
"N-butylamine NIST"	-2.35816581711266	0.00565469406092307	0.00106634258719288	0.0399976132350876
"N-carbamoylaspartate"	-7.91761789004096	0.0304022226497937	3.63794821132866e-06	0.0671867717401887
"nicotinamide"	0.56651231268314	0.0320846274537925	0.00034875796852604	0.0309776387887064
"N-methylalanine"	-0.64091395316335	0.0868436724366758	0.000716956396442436	0.0310016405728244
"O-acetylserine"	-5.52718173212109	0.00184661912958346	0.000180845724088631	0.0383402628613318
"ornithine 3TMS minor"	-0.372580090738593	0.39170405230138	0.00321434623581161	0.0298822405516742
"orotic acid"	-4.08563250319735	0.00864884438722927	0.00100346211882636	0.0502676329487526
"oxalic acid"	-1.31858001607264	0.00163441596427968	0.00150879535093752	0.0241660097405417
"oxoproline"	-2.66293665740847	0.114399602092203	0.00050116253178601	0.0781728930646768
"palmitic acid"	-0.12025842994695	0.648618346303239	0.00259489422794536	0.0172283473227792
"palmitoleic acid"	-1.14584321152616	0.0178487768617337	0.00458932055567703	0.0253822619757726
"pelargonic acid"	-2.86705320801012	0.0136186320725269	0.000410244479302211	0.0405055276168762
"phenylalanine"	-0.373781950135928	0.315043402669707	0.00403117266221116	0.0271282828087408
"phenylalanine TMS1x"	-2.62406396390631	0.042431577478954	3.17047012355625e-06	0.0543627838454387
"phenylpyruvic acid"	0.526558919857316	0.1739368605614	0.00531997568035287	0.0409423723736123
"phosphoethanolamine"	-1.56920322734729	0.0503105711166398	0.000417289081711126	0.0460739512248226
"phosphoric acid"	-0.195624166939325	0.347719414459404	0.000753454755670369	0.0178162867254649
"proline"	-0.731456225182036	0.0649027656490345	0.003974227477486	0.0253993977027529
"pseudo uridine"	-0.799215058961284	0.132025222650935	0.00682126619151854	0.0258412311658684
"putrescine"	-1.84001411708515	0.00330827542983209	0.000521349596653073	0.0334369132005599
"putrescine 3TMS"	0.190352668008981	0.24674722291075	0.000836104319861509	0.016762764037872
"putrescine CO2 adduct"	-3.39449061240182	2.24985906531026e-08	0.000307677853449343	0.0152852606843688
"pyrazine 2,5-dihydroxy  NIST"	-0.0248684188906494	0.944816694242792	0.00643643129291554	0.0279481996618299
"pyrophosphate 1"	0.450850291992045	0.105543370322236	0.0019193860909565	0.0284304275288768
"rhamnose 1"	-3.39821593355422	0.0613505809690063	0.000294002077828746	0.0676826749483478
"serine"	1.17946461779458	0.000601742549949566	0.00394521658815495	0.0434688750203152
"sorbose meox2"	-4.36615683841946	0.000826262494409708	0.000114782947235443	0.0367025885957837
"stearic acid"	-0.0913979844505163	0.640195004718596	0.00120489358622802	0.0118069590226424
"succinic acid"	-4.29328095274768	0.0121872674746552	0.000620483683745397	0.04831148081252
"threitol 2"	-1.60060280847886	0.00784483397832098	0.00135326045600073	0.031393879382092
"threonine"	0.194749783455211	0.580333256913222	0.00333267454840852	0.031132519492266
"threonine 2TMS"	-0.951656814130028	0.0233996853493458	0.00116515131342454	0.0227772411852293
"thymine"	-1.12849390812299	0.0615515763298409	0.000877354276852165	0.0412159211913165
"triethylamine, 2-chloro-2'-(trimethyl)silyloxy-"	0.766875202594974	0.00728293464271272	0.00318568073504402	0.0276930892538627
"tryosine"	-0.384728415760832	0.365263721935847	0.0046059379194324	0.0268935249016442
"tyrosine"	-0.817856297034167	0.120626703931333	0.00339647681839081	0.0326688756717102
"urea"	1.02991321680164	0.0478836549285826	0.00864252261675053	0.052871286342655
"valine"	-0.887373858608489	0.049421918784468	0.00397892049368847	0.0259015511408536
"valine TMS1x poor spec quality"	-2.56676758955899	0.00743079826382705	0.00219672604030973	0.031043675861962
"xanthine"	1.58484819842222	2.79617253944005e-05	0.00595074360551457	0.0423170115100084
"xylose 2"	-3.05164202361877	0.00492835875139285	0.000659199670860101	0.0408711762773265
