"log2(ratio)"	"p-value"	"SD test"	"SD ref"
"isoleucine minor"	0.393482476732572	0.738793559859661	0.0315845862575654	0.0283836480150616
"lactic acid"	-1.45908605738089	0.148420862509463	0.011486019267248	0.0499039675863502
"lauric acid"	-0.750178755530912	0.374291635489304	0.0116659952809636	0.0529827776335139
"leucine"	0.455137179581113	0.721675073995773	0.0482124846064803	0.0310220677498503
"levoglucosan"	-1.25388365314126	0.0698541939542328	0.0109098921140465	0.0273251801142337
"maleic acid"	-1.66859149858257	0.113236921843222	0.00589345198111115	0.0218608264815842
"malic acid"	-5.77799577218998	0.0439386738246809	0.000607322119928488	0.0798326546674421
"mannose-6-phosphate NIST"	1.45004871891478	0.452180661666637	0.0881757158809604	0.0488701001028898
"methionine"	0.770403097625101	0.559514680628486	0.0404006885738535	0.0219223272685656
"methylhexadecanoic acid"	-0.293279701029018	0.281910450881472	0.00486722573386273	0.01263881497865
"monomyristin NIST"	0.506300513436606	0.0662011945611669	0.00648991407271775	0.00903919532339079
"myristic acid"	1.2262488760764	0.368777232500249	0.0530167490753905	0.0366547654299789
"N-acetylaspartic acid 2"	-3.41863870093472	0.156979326713025	0.00139510038466193	0.0889025813149643
"N-acetyl-D-hexosamine"	-1.77201783986765	0.138117451553747	0.00512367016532678	0.0562991731516793
"N-butylamine NIST"	-1.97337375916713	0.0121771209583941	0.00382545750825008	0.0407117844356573
"N-carbamoylaspartate"	-7.12912650525029	0.0307749770498164	0.00012187377883759	0.0683940827846839
"nicotinamide"	0.431721631082135	0.481427178580236	0.0204846006947885	0.0311471357823263
"N-methylalanine"	-1.05127305139914	0.124141943099393	0.0125028612189212	0.0310800332338347
"O-acetylserine"	-3.03238515560773	0.00730359963865874	0.00535675898243752	0.0390051155031109
"ornithine 3TMS minor"	0.327764828529453	0.713057993888086	0.0240881083700688	0.0296449898043351
"orotic acid"	-1.73840325863198	0.0887223383424676	0.0107628835268532	0.0514921062812341
"oxalic acid"	-1.38091466275276	0.00461081723233732	0.0051504208188986	0.0243214174861718
"oxoproline"	-1.74655403708562	0.197287554429684	0.00197947074555662	0.0799968282079674
"palmitic acid"	0.59966985542425	0.191717681940649	0.0105256994373086	0.0168790096783304
"palmitoleic acid"	0.231872286301466	0.788257562594257	0.0287540577355029	0.0249134893746229
"pelargonic acid"	-1.82358886673075	0.0599279969274405	0.00680716078176739	0.0413896729573101
"phenylalanine"	0.0316970735327563	0.968887748148641	0.0235314451867926	0.0268847214801827
"phenylalanine TMS1x"	-2.61169520234311	0.0514028516389933	0.00601249713000224	0.055357834141377
"phenylpyruvic acid"	1.26623005272623	0.497725103776012	0.0786687159941295	0.0317414809292583
"phosphoethanolamine"	-1.46387291904854	0.0759345455129232	0.00577529899293872	0.0469790375563017
"phosphoric acid"	0.801603810804243	0.173725375260971	0.0166613353448738	0.0161582162249171
"proline"	-0.604898173506521	0.498616733317472	0.0215615278884641	0.0251245646061087
"pseudo uridine"	-0.538305427107109	0.270933170768537	0.0100516972614169	0.0263738553200571
"putrescine"	0.596973339901902	0.522240982457899	0.0319155276209883	0.033076936915103
"putrescine 3TMS"	0.229822202149324	0.195733056847908	0.00207098207933683	0.0170958034435282
"putrescine CO2 adduct"	-0.609237146053516	0.386415897638898	0.0154982362386276	0.0165276628523196
"pyrazine 2,5-dihydroxy  NIST"	1.16288214219864	0.105062405378737	0.0224815402385492	0.0251066889050821
"pyrophosphate 1"	0.91713348456421	0.0885215670830107	0.0149605203309725	0.027710352236628
"rhamnose 1"	-2.68656632140425	0.0833739876977501	0.00106904493698293	0.0691122604801565
"serine"	0.67350037530771	0.679979636433778	0.0657396773322957	0.0406509022595354
"sorbose meox2"	-2.17071832476501	0.00743668284746091	0.0044522367180663	0.0375455078751038
"stearic acid"	0.345896484527573	0.211835441261465	0.00485632369260391	0.0118543944048343
"succinic acid"	-2.44773642176075	0.0339648592498196	0.00378396524930842	0.0493572537020477
"threitol 2"	-0.518866405655458	0.468386138081074	0.0147263224986448	0.03217731254742
"threonine"	0.393608223352156	0.715629810544558	0.0329947877500528	0.0300845594764951
"threonine 2TMS"	-0.304098970013596	0.778685608720534	0.0237197770525327	0.0223476701184252
"thymine"	0.297114927484523	0.745694430480035	0.0288530413870197	0.0414734233026598
"triethylamine, 2-chloro-2'-(trimethyl)silyloxy-"	0.98289714532124	0.0468233154487453	0.012728691392362	0.0272685609898173
"tryosine"	-0.187391578657979	0.802160234472153	0.0176753578479292	0.0270365537943093
"tyrosine"	-0.635569824477758	0.397411901777245	0.013815723112778	0.0331749021671849
"urea"	0.44628745692456	0.719747298339914	0.0394796269261424	0.0532756141225893
"valine"	-0.861892820802078	0.227028876821583	0.0131262780847972	0.0260910431902997
"valine TMS1x poor spec quality"	-0.534348259809319	0.601639391217569	0.0181199057608588	0.0317139945098632
"xanthine"	1.14036959822395	0.403939442451784	0.0574043596791483	0.0411973721921673
"xylose 2"	-3.11245995041384	0.00475385602423594	0.000500992666755259	0.0414070100648746
