locusId	orth511145.locusId
3472808	14928
3472809	14929
3472810	14930
3472811	14931
3472812	14932
3472813	14933
3472814	
3472815	14934
3472816	14935
3472817	14936
3472818	14937
3472819	
3472820	14938
3472821	14939
3472822	14940
3472823	
3472824	14942
3472825	14943
3472826	14944
3472827	14945
3472828	
3472829	
3472830	14947
3472831	14948
3472832	14949
3472833	14950
3472834	14951
3472835	14952
3472836	
3472837	14954
3472838	
3472839	14956
3472840	14957
3472841	14958
3472842	14959
3472843	
3472844	
3472845	14960
3472846	14961
3472847	
3472848	14963
3472849	14964
3472850	14965
3472851	14966
3472852	
3472853	14967
3472854	14968
3472855	14969
3472856	14970
3472857	14971
3472858	
3472859	
3472860	
3472861	
3472862	
3472863	
3472864	
3472865	
3472866	
3472867	
3472868	
3472869	
3472870	
3472871	
3472872	
3472873	
3472874	
3472875	
3472876	
3472877	
3472878	
3472879	
3472880	
3472881	
3472882	
3472883	
3472884	
3472885	
3472886	
3472887	
3472888	
3472889	
3472890	
3472891	
3472892	
3472893	
3472894	
3472895	
3472896	
3472897	
3472898	
3472899	
3472900	14972
3472901	14973
3472902	14974
3472903	14975
3472904	14976
3472905	
3472906	
3472907	14979
3472908	14980
3472909	14981
3472910	14982
3472911	14983
3472912	14984
3472913	
3472914	14985
3472915	14986
3472916	14987
3472917	14988
3472918	14989
3472919	14990
3472920	14991
3472921	14992
3472922	14993
3472923	14994
3472924	14995
3472925	14996
3472926	14997
3472927	14998
3472928	14999
3472929	
3472930	15001
3472931	15002
3472932	15003
3472933	15004
3472934	
3472935	15006
3472936	15007
11515719	
11658082	
11800474	
11515720	
11658083	
11800475	
11515721	
11658084	
11800476	
11515722	
11658085	
11800477	
11515723	
11658086	
11800478	
11515724	
11658087	
11800479	
11515725	
11658088	
11800480	
3472937	
3472938	15008
3472939	15009
3472940	15010
3472941	15011
3472942	15012
3472943	
3472944	15013
3472945	15014
3472946	15015
3472947	15016
3472948	15017
3472949	15018
3472950	15019
3472951	15020
3472952	
3472953	
3472954	15022
3472955	15023
3472956	15024
3472957	
3472958	15026
3472959	15027
3472960	15028
3472961	15029
3472962	15030
3472963	15031
3472964	15032
3472965	15033
3472966	15034
3472967	15035
3472968	15036
3472969	
3472970	15038
3472971	15039
3472972	15040
3472973	15041
3472974	15042
3472975	15043
3472976	15044
3472977	15045
3472978	15046
3472979	15047
3472980	15048
3472981	15049
3472982	15050
3472983	15051
3472984	
3472985	15052
3472986	15053
3472987	15054
3472988	15055
3472989	
3472990	15056
3472991	15057
3472992	15058
3472993	15059
3472994	15060
3472995	15061
3472996	
3472997	15063
3472998	15064
3472999	15065
3473000	15066
3473001	15067
3473002	15068
3473003	15069
3473004	15070
3473005	15071
3473006	15072
3473007	15073
3473008	15074
3473009	15075
3473010	15076
3473011	15077
3473012	15078
3473013	15079
3473014	15080
3473015	15081
3473016	15082
3473017	15083
3473018	15084
3473019	15085
3473020	15086
3473021	15087
3473022	15088
3473023	15089
3473024	15090
3473025	15091
3473026	15093
3473027	15094
3473028	
3473029	15095
3473030	15096
3473031	15097
3473032	15098
3473033	15099
3473034	15100
3473035	15101
3473036	15102
3473037	3446169
3473038	15104
3473039	15105
3473040	15106
3473041	15107
3473042	
3473043	15109
3473044	15110
3473045	15111
3473046	15113
3473047	15114
3473048	15115
3473049	
3473050	15116
3473051	
3473052	15117
3473053	15118
3473054	15119
3473055	15120
3473056	15121
3473057	15122
3473058	
3473059	15123
3473060	15124
3473061	15125
3473062	
3473063	15126
3473064	15127
3473065	15128
3473066	15129
3473067	
3473068	
3473069	15130
3473070	15131
3473071	15132
3473072	15133
3473073	15134
3473074	15135
3473075	15136
3473076	15137
3473077	15138
3473078	
3473079	15139
3473080	
3473081	15141
3473082	15142
3473083	15143
3473084	15144
3473085	15145
3473086	15146
3473087	
3473088	
3473089	
3473090	
3473091	15148
3473092	
3473093	
3473094	
3473095	15152
3473096	
3473097	
3473098	15155
3473099	15156
3473100	15157
3473101	15158
3473102	15159
3473103	15160
3473104	15161
3473105	15162
3473106	
3473107	15163
3473108	15164
3473109	15165
3473110	
3473111	
3473112	15166
3473113	15167
3473114	15168
3473115	15169
3473116	
3473117	15170
3473118	15171
3473119	
3473120	15172
3473121	15173
3473122	15175
3473123	
3473124	15176
3473125	15177
3473126	15178
3473127	15179
3473128	15180
3473129	15181
3473130	15182
3473131	15183
3473132	15184
3473133	15185
3473134	15186
3473135	15187
3473136	15188
3473137	15189
3473138	15190
3473139	15191
3473140	15192
3473141	15193
3473142	15194
3473143	15195
3473144	15196
3473145	15197
3473146	15198
3473147	15199
3473148	15200
3473149	15201
3473150	15202
3473151	15203
3473152	15204
3473153	15205
3473154	15206
3473155	15208
3473156	15209
3473157	
3473158	15210
3473159	15211
3473160	15212
3473161	15213
3473162	15214
3473163	15215
3473164	15216
3473165	15217
3473166	15218
3473167	15219
3473168	15220
3473169	15221
3473170	15222
3473171	15223
3473172	15224
3473173	
3473174	15225
3473175	15226
3473176	15227
3473177	15228
3473178	15229
3473179	15230
3473180	15231
3473181	15232
3473182	15233
3473183	15234
3473184	15235
3473185	15236
3473186	15237
3473187	15239
3473188	15240
3473189	15241
3473190	15242
3473191	15245
3473192	15246
3473193	
3473194	15248
3473195	15249
3473196	15250
3473197	15251
3473198	15252
3473199	15253
3473200	15254
3473201	15255
3473202	15256
3473203	15257
3473204	15258
3473205	15283
3473206	15284
3473207	15285
3473208	
3473209	
3473210	15288
3473211	15289
3473212	15290
3473213	1936424
3473214	
3473215	
3473216	
3473217	15293
3473218	15294
3473219	3446170
3473220	
3473221	
3473222	15296
3473223	15297
3473224	15298
3473225	
3473226	15300
3473227	15301
3473228	15302
3473229	15303
3473230	
3473231	
3473232	
3473233	15305
3473234	15306
3473235	15307
3473236	15308
3473237	15309
3473238	15310
3473239	15311
3473240	15312
3473241	15313
3473242	15314
3473243	15315
3473244	15316
3473245	15317
3473246	15318
3473247	15319
3473248	
3473249	15320
3473250	15321
3473251	15322
3473252	15323
3473253	15324
3473254	
3473255	15325
3473256	15326
3473257	15327
3473258	15328
3473259	15329
3473260	15330
3473261	15331
3473262	15332
3473263	15333
3473264	15334
3473265	15335
3473266	15336
3473267	15337
3473268	
3473269	1936441
3473270	
3473271	15338
3473272	15339
3473273	15340
3473274	15341
3473275	
3473276	15342
3473277	15343
3473278	15344
3473279	
3473280	15345
3473281	15346
3473282	15347
3473283	15348
3473284	15349
3473285	
3473286	
3473287	15352
3473288	
3473289	15354
3473290	15355
3473291	15356
3473292	15357
3473293	
3473294	15358
3473295	
3473296	15361
3473297	15362
3473298	15363
3473299	15364
3473300	15365
3473301	1936449
3473302	15367
3473303	15368
3473304	15369
3473305	15370
3473306	15371
3473307	15372
3473308	15373
3473309	15374
3473310	
3473311	15376
3473312	15377
3473313	15378
3473314	
3473315	15380
3473316	
3473317	15382
3473318	15383
3473319	15384
3473320	15385
3473321	15386
3473322	15387
3473323	15388
3473324	15389
3473325	15390
3473326	15391
3473327	15392
3473328	15393
3473329	15394
3473330	15395
3473331	
3473332	
3473333	15396
3473334	15397
3473335	15398
3473336	15399
3473337	15400
3473338	
3473339	15401
3473340	15402
3473341	15403
3473342	15404
3473343	3446173
3473344	15405
3473345	15406
3473346	15407
3473347	15408
3473348	
3473349	15409
3473350	15410
3473351	15411
3473352	15412
3473353	15413
3473354	15414
3473355	15415
3473356	
3473357	15416
3473358	15417
3473359	15418
3473360	15419
3473361	15420
3473362	15421
3473363	15422
3473364	15423
3473365	15424
3473366	15425
3473367	15426
3473368	15427
3473369	15428
3473370	15429
3473371	15430
3473372	15431
3473373	15432
3473374	15433
3473375	15434
3473376	15435
3473377	15436
3473378	15437
3473379	
3473380	15439
3473381	15440
3473382	15441
3473383	15442
3473384	15443
3473385	15444
3473386	15445
3473387	15446
3473388	15447
3473389	15448
3473390	
3473391	15449
3473392	15450
3473393	15452
3473394	15453
3473395	15454
3473396	15455
3473397	15456
3473398	15457
3473399	15458
3473400	
3473401	15459
3473402	
3473403	15460
3473404	15461
3473405	15462
3473406	
3473407	15463
3473408	15464
3473409	15498
3473410	15499
3473411	
3473412	15500
3473413	1936488
3473414	15501
3473415	15502
3473416	
3473417	15504
3473418	15505
3473419	15506
3473420	15507
3473421	15508
3473422	15509
3473423	15510
3473424	15511
3473425	15512
3473426	15513
3473427	15514
3473428	15515
3473429	15516
3473430	15517
3473431	15518
3473432	15519
3473433	15520
3473434	15521
3473435	15522
3473436	
3473437	15528
3473438	15529
3473439	15530
3473440	15531
3473441	15532
3473442	15533
3473443	15534
3473444	15535
3473445	15536
3473446	15537
3473447	
3473448	15539
3473449	15540
3473450	15541
3473451	15542
3473452	15543
3473453	15544
3473454	15545
3473455	15547
3473456	15548
3473457	15549
3473458	15550
3473459	15551
3473460	
3473461	15552
3473462	
3473463	15553
3473464	15554
3473465	15555
3473466	15556
3473467	15557
3473468	
3473469	15559
3473470	15560
3473471	15561
3473472	15562
3473473	15563
3473474	15564
3473475	15565
3473476	
3473477	
3473478	15566
3473479	15567
3473480	15568
3473481	15569
3473482	15570
3473483	15571
3473484	15572
3473485	
3473486	15573
3473487	15574
3473488	15575
3473489	
3473490	
3473491	
3473492	15582
3473493	15583
3473494	15584
3473495	
3473496	15586
3473497	15587
3473498	15588
3473499	15589
3473500	15590
3473501	
3473502	
3473503	15594
3473504	15595
3473505	15596
3473506	15597
3473507	
3473508	15598
3473509	15599
3473510	15600
3473511	15601
3473512	15602
3473513	15603
3473514	15604
3473515	15605
3473516	15606
3473517	15607
3473518	15608
3473519	15609
3473520	15610
3473521	15611
3473522	15612
3473523	15613
3473524	15614
3473525	15615
3473526	15616
3473527	15617
3473528	15618
3473529	15619
3473530	15620
3473531	15622
3473532	15623
3473533	15624
3473534	15625
3473535	
3473536	15628
3473537	15629
3473538	
3473539	15632
3473540	15633
3473541	
3473542	15635
3473543	15636
3473544	15637
3473545	15638
3473546	15639
3473547	15640
3473548	15641
3473549	1936527
3473550	15643
3473551	15644
3473552	15645
3473553	15646
3473554	15647
3473555	15648
3473556	15649
3473557	15650
3473558	
3473559	
3473560	
3473561	
3473562	
3473563	
3473564	
3473565	
3473566	
3473567	15654
3473568	15655
3473569	3446178
3473570	15656
3473571	15658
3473572	15659
3473573	15660
3473574	
3473575	15662
3473576	
3473577	15664
3473578	
3473579	
3473580	
3473581	
3473582	
3473583	
3473584	
3473585	
3473586	15672
3473587	15674
3473588	15675
3473589	15676
3473590	
3473591	
3473592	
3473593	
3473594	
3473595	
3473596	
3473597	
3473598	15701
3473599	15702
3473600	15703
3473601	15704
3473602	15705
3473603	15706
3473604	15707
3473605	15708
3473606	15709
3473607	15710
3473608	15711
3473609	15712
3473610	
3473611	15713
3473612	15714
3473613	15715
3473614	15716
3473615	15717
3473616	
3473617	15719
3473618	15720
3473619	15721
3473620	15722
3473621	15723
3473622	15724
3473623	
3473624	15725
3473625	15726
3473626	15727
3473627	15728
3473628	15729
3473629	15730
3473630	15731
3473631	15732
3473632	15733
3473633	15734
3473634	15735
3473635	15736
3473636	15737
3473637	15738
3473638	15739
3473639	15740
3473640	15741
3473641	15742
3473642	15743
3473643	15744
3473644	15745
3473645	1936552
3473646	15746
3473647	15747
3473648	15748
3473649	15749
3473650	15750
3473651	15751
3473652	15752
3473653	15753
3473654	15754
3473655	15755
3473656	15756
3473657	15757
3473658	15758
3473659	15759
3473660	15760
3473661	15761
3473662	1936555
3473663	15763
3473664	
3473665	15764
3473666	15765
3473667	15766
3473668	15767
3473669	1936558
3473670	
3473671	15770
3473672	15771
3473673	15772
3473674	15773
3473675	
3473676	15774
3473677	15775
3473678	
3473679	15776
3473680	15777
3473681	15778
3473682	3446182
3473683	15779
3473684	15780
3473685	1936561
3473686	15782
3473687	15783
3473688	1936562
3473689	15785
3473690	
3473691	
3473692	
3473693	15786
3473694	15787
3473695	
3473696	15789
3473697	15790
3473698	15791
3473699	15792
3473700	15793
3473701	15794
3473702	15795
3473703	15796
3473704	15797
3473705	15798
3473706	15799
3473707	15800
3473708	15801
3473709	15802
3473710	15803
3473711	
3473712	15804
3473713	15805
3473714	15806
3473715	15807
3473716	
3473717	15808
3473718	15809
3473719	15810
3473720	15811
3473721	15812
3473722	
3473723	15814
3473724	
3473725	
3473726	
3473727	15821
3473728	
3473729	15822
3473730	15823
3473731	15824
3473732	15825
3473733	15826
3473734	15827
3473735	15828
3473736	15829
3473737	15830
3473738	15831
3473739	15832
3473740	15833
3473741	
3473742	
3473743	15835
3473744	15836
3473745	15837
3473746	15838
3473747	
3473748	15840
3473749	15841
3473750	15842
3473751	15843
3473752	15844
3473753	15845
3473754	15846
3473755	15847
3473756	15848
3473757	15849
3473758	1936580
3473759	
3473760	15851
3473761	15852
3473762	15853
3473763	
3473764	15855
3473765	15856
3473766	15857
3473767	15858
3473768	15859
3473769	15860
3473770	15861
3473771	
3473772	15862
3473773	15863
3473774	15864
3473775	15865
3473776	15866
3473777	
3473778	15867
3473779	15868
3473780	15869
3473781	15870
3473782	15871
3473783	15872
3473784	15873
3473785	15874
3473786	15875
3473787	15876
3473788	15877
3473789	15878
3473790	15879
3473791	15880
3473792	15881
3473793	15882
3473794	15883
3473795	15884
3473796	15885
3473797	15886
3473798	15887
3473799	15888
3473800	15889
3473801	15890
3473802	15891
3473803	
3473804	15893
3473805	15894
3473806	15895
3473807	15896
3473808	15897
3473809	15898
3473810	15899
3473811	15900
3473812	
3473813	15901
3473814	15902
3473815	15903
3473816	15904
3473817	15905
3473818	15906
3473819	15907
3473820	15908
3473821	15909
3473822	15910
3473823	15911
3473824	15912
3473825	7497351
3473826	15913
3473827	
3473828	15914
3473829	15915
3473830	15916
3473831	15917
3473832	15918
3473833	15919
3473834	15920
3473835	15921
3473836	15922
3473837	
3473838	15923
3473839	15924
3473840	15925
3473841	15926
3473842	15927
3473843	15928
3473844	
3473845	
3473846	
3473847	15930
3473848	15931
3473849	15932
3473850	15933
3473851	15934
3473852	15935
3473853	15936
3473854	15937
3473855	15938
3473856	15939
3473857	15940
3473858	15941
3473859	15942
3473860	15943
3473861	15944
3473862	1936602
3473863	15945
3473864	15946
3473865	15947
3473866	15948
3473867	1936604
3473868	15950
3473869	15951
3473870	15952
3473871	15953
3473872	15954
3473873	15955
3473874	15956
3473875	
3473876	
3473877	15957
3473878	15958
3473879	15959
3473880	15960
3473881	15961
3473882	15962
3473883	15963
3473884	
3473885	
3473886	15965
3473887	15966
3473888	15967
3473889	15968
3473890	15969
3473891	15970
3473892	
3473893	15971
3473894	15972
3473895	15973
3473896	15974
3473897	15975
3473898	15976
3473899	15977
3473900	15978
3473901	15979
3473902	15980
3473903	15981
3473904	15982
3473905	15983
3473906	15984
3473907	
3473908	15985
3473909	15986
3473910	15987
3473911	15988
3473912	15989
3473913	
3473914	15990
3473915	15991
3473916	1936619
3473917	15993
3473918	15994
3473919	15995
3473920	15996
3473921	15997
3473922	15998
3473923	
3473924	15999
3473925	16000
3473926	16001
3473927	16002
3473928	
3473929	16004
3473930	
3473931	16005
3473932	16006
3473933	16007
3473934	16008
3473935	16009
3473936	16010
3473937	
3473938	
3473939	
3473940	16013
3473941	16014
3473942	16015
3473943	1936623
3473944	16017
3473945	16018
3473946	16019
3473948	
3473949	16021
3473950	
3473951	16022
3473952	16023
3473953	16024
3473954	16025
3473955	
3473956	
3473957	
3473958	16026
3473959	16027
3473960	16028
3473961	
3473962	16029
3473963	16030
3473964	16031
3473965	16032
3473966	16033
3473967	16034
3473968	
3473969	16036
3473970	16037
3473971	16038
3473972	16039
3473973	16040
3473974	16041
3473975	16042
3473976	16043
3473977	16044
3473978	1936633
3473979	
3473980	
3473981	14682
3473982	14681
3473983	
3473984	16051
3473985	16052
3473986	16053
3473987	16054
3473988	16055
3473989	16056
3473990	16057
3473991	16058
3473992	16059
3473993	16060
3473994	16061
3473995	16062
3473996	16063
3473997	16064
3473998	16065
3473999	16066
3474000	16067
3474001	
3474002	
3474003	
3474004	
3474005	16070
3474006	16071
3474007	16072
3474008	16073
3474009	16074
3474010	16075
3474011	
3474012	
3474013	
3474014	16080
3474015	16081
3474016	16082
3474017	16083
3474018	16084
3474019	16085
3474020	16086
3474021	16087
3474022	
3474023	
3474024	
3474025	
3474026	
3474027	
3474028	
3474029	
3474030	
3474031	
3474032	
3474033	
3474034	
3474035	
3474036	
3474037	
3474038	
3474039	
3474040	
3474041	
3474042	
3474043	
3474044	
3474045	16088
3474046	
3474047	
3474048	
3474049	16092
3474050	16093
3474051	16094
3474052	
3474053	16095
3474054	
3474055	16096
3474056	16097
3474057	
3474058	16098
3474059	16099
3474060	16100
3474061	16101
3474062	
3474063	
3474064	
3474065	
3474066	
3474067	
3474068	
3474069	
3474070	
3474071	
3474072	
3474073	
3474074	
3474075	
3474076	
3474077	
3474078	
3474079	
3474080	
3474081	
3474082	
3474083	
3474084	
3474085	
3474086	
3474087	16115
3474088	16116
3474089	16117
3474090	16118
3474091	16119
3474092	16120
3474093	16121
3474094	16122
3474095	16123
3474096	16124
3474097	1936663
3474098	16125
3474099	16126
3474100	16127
3474101	16128
