locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	COG	COGFun	EC
3471992	YP_001456823.2	229220676	57075	39420	38635	-	EcHS_A0040	caiD	COG1024	I	4.2.1.-
3471993	YP_001456824.1	157159506	57075	41097	39529	-	EcHS_A0041	EcHS_A0041	COG318	IQ	6.2.1.-
3471994	YP_001456825.1	157159507	57075	42373	41156	-	EcHS_A0042	caiB	COG1804	C	2.8.3.-
3471995	YP_001456826.1	157159508	57075	43644	42502	-	EcHS_A0043	caiA	COG1960	I	1.3.99.-
3471996	YP_001456827.1	157159509	57075	45189	43675	-	EcHS_A0044	caiT	COG1292	M	
3471997	YP_001456828.1	157159510	57075	45204	45305	+	EcHS_A0045	EcHS_A0045			
3471998	YP_001456829.1	157159511	57075	45484	45594	+	EcHS_A0046	EcHS_A0046			
3471999	YP_001456830.1	157159512	57075	45663	46433	+	EcHS_A0047	fixA	COG2086	C	
3472000	YP_001456831.1	157159513	57075	46448	47389	+	EcHS_A0048	fixB	COG2025	C	
3472001	YP_001456832.1	157159514	57075	47440	48726	+	EcHS_A0049	fixC	COG644	C	1.5.5.-
3472002	YP_001456833.1	157159515	57075	48723	49010	+	EcHS_A0050	fixX	COG2440	C	
3472003	YP_001456834.1	157159516	57075	49069	50400	+	EcHS_A0051	EcHS_A0051	COG2271	G	
3472004	YP_001456835.1	157159517	57075	50508	51038	+	EcHS_A0052	kefF	COG2249	R	
3472005	YP_001456836.1	157159518	57075	51031	52893	+	EcHS_A0053	kefC	COG475	P	
3472006	YP_001456837.1	157159519	57075	53085	53564	+	EcHS_A0054	folA	COG262	H	1.5.1.3
3472007	YP_001456838.1	157159520	57075	54484	53642	-	EcHS_A0055	apaH	COG639	T	3.6.1.41
3472008	YP_001456839.1	157159521	57075	54868	54491	-	EcHS_A0056	apaG	COG2967	P	
3472009	YP_001456840.1	157159522	57075	55692	54871	-	EcHS_A0057	ksgA	COG30	J	2.1.1.-
3472010	YP_001456841.1	157159523	57075	56678	55689	-	EcHS_A0058	pdxA	COG1995	H	1.1.1.262
3472011	YP_001456842.1	157159524	57075	57964	56678	-	EcHS_A0059	surA	COG760	O	5.2.1.8
3472012	YP_001456843.1	157159525	57075	60371	58017	-	EcHS_A0060	imp	COG1452	M	
3472013	YP_001456844.1	157159526	57075	60626	61441	+	EcHS_A0061	djlA	COG1076	O	
3472014	YP_001456845.1	157159527	57075	62217	61558	-	EcHS_A0062	EcHS_A0062	COG564	J	5.4.99.12
3472015	YP_001456846.1	157159528	57075	65135	62229	-	EcHS_A0063	rapA	COG553	KL	3.6.1.-
3472016	YP_001456847.1	157159529	57075	67651	65300	-	EcHS_A0064	polB	COG417	L	2.7.7.7
3472017	YP_001456848.1	157159530	57075	68421	67726	-	EcHS_A0065	araD	COG235	G	5.1.3.4
3472018	YP_001456849.1	157159531	57075	70092	68590	-	EcHS_A0066	araA	COG2160	G	5.3.1.4
3472019	YP_001456850.1	157159532	57075	71803	70103	-	EcHS_A0067	araB	COG1069	C	2.7.1.16
3472020	YP_001456851.1	157159533	57075	72142	73020	+	EcHS_A0068	araC	COG2207	K	
3472021	YP_001456852.1	157159534	57075	73106	73870	+	EcHS_A0069	EcHS_A0069	COG586	S	
3472022	YP_001456853.1	157159535	57075	74682	73984	-	EcHS_A0070	thiQ	COG3840	H	
3472023	YP_001456854.1	157159536	57075	76276	74666	-	EcHS_A0071	thiP	COG1178	P	
3472024	YP_001456855.1	157159537	57075	77235	76252	-	EcHS_A0072	thiB	COG4143	H	
3472025	YP_001456856.1	157159538	57075	77398	77279	-	EcHS_A0073	EcHS_A0073			
3472026	YP_001456857.1	157159539	57075	79054	77399	-	EcHS_A0074	sgrR	COG4533	R	
3472027	YP_001456858.1	157159540	57075	79376	80554	+	EcHS_A0075	setA	COG2814	G	
3472028	YP_001456859.1	157159541	57075	81208	80603	-	EcHS_A0076	leuD	COG66	E	"4.2.1.33,4.2.1.35"
3472029	YP_001456860.1	157159542	57075	82619	81219	-	EcHS_A0077	leuC	COG65	E	"4.2.1.33,4.2.1.35"
3472030	YP_001456861.1	157159543	57075	83713	82622	-	EcHS_A0078	leuB	COG473	CE	1.1.1.85
3472031	YP_001456862.1	157159544	57075	85284	83713	-	EcHS_A0079	leuA	COG119	E	2.3.3.13
3472032	YP_001456863.1	157159545	57075	85463	85377	-	EcHS_A0080	leuL			
3472033	YP_001456864.1	157159546	57075	86123	87067	+	EcHS_A0081	leuO	COG583	K	
3472034	YP_001456865.1	157159547	57075	87225	87103	-	EcHS_A0082	EcHS_A0082			
3472035	YP_001456866.1	157159548	57075	87385	89109	+	EcHS_A0083	ilvI	COG28	EH	2.2.1.6
3472036	YP_001456867.1	157159549	57075	89112	89603	+	EcHS_A0084	ilvH	COG440	E	2.2.1.6
3472037	YP_001456868.1	157159550	57075	89655	89786	+	EcHS_A0085	EcHS_A0085			
3472038	YP_001456869.1	157159551	57075	89783	90787	+	EcHS_A0086	fruR	COG1609	K	
3472039	YP_001456870.1	157159552	57075	91389	91847	+	EcHS_A0087	mraZ	COG2001	S	
3472040	YP_001456871.1	157159553	57075	91849	92790	+	EcHS_A0088	mraW	COG275	M	2.1.1.-
3472041	YP_001456872.1	157159554	57075	92787	93152	+	EcHS_A0089	ftsL	COG3116	D	
3472042	YP_001456873.1	157159555	57075	93168	94934	+	EcHS_A0090	ftsI	COG768	M	2.4.1.129
3472043	YP_001456874.1	157159556	57075	94921	96408	+	EcHS_A0091	murE	COG769	M	6.3.2.13
3472044	YP_001456875.1	157159557	57075	96405	97763	+	EcHS_A0092	murF	COG770	M	6.3.2.10
3472045	YP_001456876.1	157159558	57075	97757	98839	+	EcHS_A0093	mraY	COG472	M	2.7.8.13
3472046	YP_001456877.1	157159559	57075	98842	100158	+	EcHS_A0094	murD	COG771	M	6.3.2.9
3472047	YP_001456878.1	157159560	57075	100158	101402	+	EcHS_A0095	ftsW	COG772	D	
3472048	YP_001456879.1	157159561	57075	101399	102466	+	EcHS_A0096	murG	COG707	M	2.4.1.227
3472049	YP_001456880.1	157159562	57075	102520	103995	+	EcHS_A0097	murC	COG773	M	6.3.2.8
3472050	YP_001456881.1	157159563	57075	103988	104908	+	EcHS_A0098	ddlB	COG1181	M	6.3.2.4
3472051	YP_001456882.1	157159564	57075	104910	105740	+	EcHS_A0099	ftsQ	COG1589	M	
3472052	YP_001456883.1	157159565	57075	105737	106999	+	EcHS_A0100	ftsA	COG849	D	
3472053	YP_001456884.1	157159566	57075	107060	108211	+	EcHS_A0101	ftsZ	COG206	D	
3472054	YP_001456885.1	157159567	57075	108312	109229	+	EcHS_A0102	lpxC	COG774	M	3.5.1.-
3472055	YP_001456886.1	157159568	57075	109385	109972	+	EcHS_A0103	secM			
3472056	YP_001456887.1	157159569	57075	110034	112739	+	EcHS_A0104	secA	COG653	U	
3472057	YP_001456888.1	157159570	57075	112799	113188	+	EcHS_A0105	mutT	COG1051	F	3.6.1.-
3472058	YP_001456889.1	157159571	57075	113485	113288	-	EcHS_A0106	EcHS_A0106	COG3024	S	
3472059	YP_001456890.1	157159572	57075	114238	113495	-	EcHS_A0107	EcHS_A0107	COG4582	S	
3472060	YP_001456891.1	157159573	57075	114858	114238	-	EcHS_A0108	coaE	COG237	H	2.7.1.24
3472061	YP_001456892.1	157159574	57075	115083	116126	+	EcHS_A0109	guaC	COG516	F	1.7.1.7
3472062	YP_001456893.1	157159575	57075	117363	116161	-	EcHS_A0110	pilC	COG1459	NU	
3472063	YP_001456894.1	157159576	57075	118738	117353	-	EcHS_A0111	hofB	COG2804	NU	
3472064			57075	119188	118748	-	EcHS_A0112	pilA			
3472065	YP_001456895.1	157159577	57075	120284	119391	-	EcHS_A0113	nadC	COG157	H	2.4.2.19
3472066	YP_001456896.1	157159578	57075	120372	120923	+	EcHS_A0114	ampD	COG3023	V	3.5.1.28
3472067	YP_001456897.1	157159579	57075	120920	121774	+	EcHS_A0115	ampE	COG3725	V	
3472068	YP_001456898.1	157159580	57075	123187	121817	-	EcHS_A0116	aroP	COG1113	E	
3472069	YP_001456899.1	157159581	57075	123731	124495	+	EcHS_A0117	EcHS_A0117	COG2186	K	1.8.1.4
3472070	YP_001456900.1	157159582	57075	124656	127319	+	EcHS_A0118	aceE	COG2609	C	1.2.4.1
3472071	YP_001456901.1	157159583	57075	127334	129226	+	EcHS_A0119	aceF	COG508	C	2.3.1.12
3472072	YP_001456902.1	157159584	57075	129551	130975	+	EcHS_A0120	lpdA	COG1249	C	1.8.1.4
3472073	YP_001456903.1	157159585	57075	132899	131046	-	EcHS_A0121	EcHS_A0121			
3472074	YP_001456904.1	157159586	57075	133254	135851	+	EcHS_A0122	acnB	COG1049	C	4.2.1.3
3472075	YP_001456905.1	157159587	57075	136027	136389	+	EcHS_A0123	EcHS_A0123	COG3112	S	
3472076	YP_001456906.1	157159588	57075	137221	136427	-	EcHS_A0124	speD	COG1586	E	4.1.1.50
3472077	YP_001456907.1	157159589	57075	138103	137237	-	EcHS_A0125	speE	COG421	E	2.5.1.16
3472078	YP_001456908.1	157159590	57075	138556	138209	-	EcHS_A0127	EcHS_A0127			
3472079	YP_001456909.1	157159591	57075	138683	140272	+	EcHS_A0126	cueO	COG2132	Q	
3472080	YP_001456910.1	157159592	57075	142709	140319	-	EcHS_A0128	gcd	COG4993	G	1.1.5.2
3472081	YP_001456911.1	157159593	57075	142915	143451	+	EcHS_A0129	hpt	COG634	F	2.4.2.8
3472082	YP_001456912.1	157159594	57075	144154	143492	-	EcHS_A0130	can	COG288	P	4.2.1.1
3472083	YP_001456913.1	157159595	57075	144263	145189	+	EcHS_A0131	EcHS_A0131	COG1131	V	
3472084	YP_001456914.1	157159596	57075	145186	145956	+	EcHS_A0132	EcHS_A0132	COG842	V	
3472085	YP_001456915.1	157159597	57075	146061	146501	+	EcHS_A0133	EcHS_A0133	COG2893	G	2.7.1.69
3472086	YP_001456916.1	157159598	57075	146565	147794	+	EcHS_A0134	EcHS_A0134	COG726	G	
3472087	YP_001456917.1	157159599	57075	148178	147798	-	EcHS_A0135	panD	COG853	H	4.1.1.11
3472088	YP_001456918.1	157159600	57075	148637	149353	+	EcHS_A0136	EcHS_A0136	COG5464	S	
3472089	YP_001456919.1	157159601	57075	150278	149427	-	EcHS_A0137	panC	COG414	H	6.3.2.1
3472090	YP_001456920.1	157159602	57075	151084	150290	-	EcHS_A0138	panB	COG413	H	2.1.2.11
3472091	YP_001456921.1	157159603	57075	152471	151197	-	EcHS_A0139	EcHS_A0139	COG3539	NU	
3472092	YP_001456922.1	157159604	57075	153120	152524	-	EcHS_A0140	EcHS_A0140			
3472093	YP_001456923.1	157159605	57075	154044	153232	-	EcHS_A0141	EcHS_A0141	COG2801	L	
3472094	YP_001456924.1	157159606	57075	154379	154101	-	EcHS_A0142	EcHS_A0142	COG2963	L	
3472095	YP_001456925.1	157159607	57075	155242	154502	-	EcHS_A0143	EcHS_A0143	COG3121	NU	
3472096			57075	155931	155347	-	EcHS_A0144	EcHS_A0144			
3472097	YP_001456926.1	157159608	57075	156780	156301	-	EcHS_A0145	folK	COG801	H	2.7.6.3
3472098	YP_001456927.1	157159609	57075	158141	156777	-	EcHS_A0146	pcnB	COG617	J	2.7.7.19
3472099	YP_001456928.1	157159610	57075	159160	158234	-	EcHS_A0147	gluQ	COG8	J	6.1.1.-
3472100	YP_001456929.1	157159611	57075	159652	159197	-	EcHS_A0148	dksA	COG1734	T	
3472101	YP_001456930.1	157159612	57075	160534	159830	-	EcHS_A0149	sfsA	COG1489	R	
3472102	YP_001456931.1	157159613	57075	161079	160549	-	EcHS_A0150	ligT	COG1514	J	6.5.1.-
3472103	YP_001456932.1	157159614	57075	161153	163582	+	EcHS_A0151	hrpB	COG1643	L	3.6.1.-
3472104	YP_001456933.1	157159615	57075	163778	166312	+	EcHS_A0152	mrcB	COG744	M	"2.4.1.129,3.4.-.-"
3472105	YP_001456934.1	157159616	57075	166511	166377	-	EcHS_A0153	EcHS_A0153			
3472106	YP_001456935.1	157159617	57075	166532	168721	+	EcHS_A0154	fhuA	COG1629	P	
3472107	YP_001456936.1	157159618	57075	168772	169569	+	EcHS_A0155	fhuC	COG1120	PH	3.6.3.34
3472108	YP_001456937.1	157159619	57075	169569	170459	+	EcHS_A0156	fhuD	COG614	P	
3472109	YP_001456938.1	157159620	57075	170456	172438	+	EcHS_A0157	fhuB	COG609	P	
3472110	YP_001456939.1	157159621	57075	173753	172473	-	EcHS_A0158	hemL	COG1	H	5.4.3.8
3472111	YP_001456940.1	157159622	57075	173978	175399	+	EcHS_A0159	clcA	COG38	P	
3472112	YP_001456941.1	157159623	57075	175481	175825	+	EcHS_A0160	yadR	COG316	S	
3472113	YP_001456942.1	157159624	57075	176495	175872	-	EcHS_A0161	EcHS_A0161	COG2860	S	
3472114	YP_001456943.1	157159625	57075	177333	176533	-	EcHS_A0162	btuF	COG614	P	
3472115	YP_001456944.1	157159626	57075	178024	177326	-	EcHS_A0163	mtnN	COG775	F	"3.2.2.16,3.2.2.9"
3472116	YP_001456945.1	157159627	57075	178108	179625	+	EcHS_A0164	dgt	COG232	F	3.1.5.1
3472117	YP_001456946.1	157159628	57075	179755	181179	+	EcHS_A0165	degP	COG265	O	3.4.21.-
3472118	YP_001456947.1	157159629	57075	181334	182491	+	EcHS_A0166	cdaR	COG3835	KT	
3472119	YP_001456948.1	157159630	57075	182966	182580	-	EcHS_A0167	EcHS_A0167			
3472120	YP_001456949.1	157159631	57075	184105	183281	-	EcHS_A0168	dapD	COG2171	E	2.3.1.117
3472121	YP_001456950.1	157159632	57075	186808	184136	-	EcHS_A0169	glnD	COG2844	O	2.7.7.59
3472122	YP_001456951.1	157159633	57075	187664	186870	-	EcHS_A0170	map	COG24	J	3.4.11.18
3472123			57075	187870	188005	+	EcHS_A4731	EcHS_A4731			
3472124	YP_001456952.1	157159634	57075	188032	188757	+	EcHS_A0171	rpsB	COG52	J	
3472125	YP_001456953.1	157159635	57075	189015	189866	+	EcHS_A0172	tsf	COG264	J	
3472126	YP_001456954.1	157159636	57075	190013	190738	+	EcHS_A0173	pyrH	COG528	F	2.7.4.22
3472127	YP_001456955.1	157159637	57075	191030	191587	+	EcHS_A0174	frr	COG233	J	
3472128	YP_001456956.1	157159638	57075	191679	192875	+	EcHS_A0175	dxr	COG743	I	"1.1.1.267,2.7.4.-"
3472129	YP_001456957.1	157159639	57075	193063	193821	+	EcHS_A0176	uppS	COG20	I	2.5.1.31
3472130	YP_001456958.1	157159640	57075	193834	194691	+	EcHS_A0177	cdsA1	COG575	I	2.7.7.41
3472131	YP_001456959.1	157159641	57075	194703	196055	+	EcHS_A0178	rseP	COG750	M	3.4.24.-
3472132	YP_001456960.1	157159642	57075	196085	198517	+	EcHS_A0179	yaeT	COG4775	M	
3472133	YP_001456961.1	157159643	57075	198639	199124	+	EcHS_A0180	skp	COG2825	M	
3472134	YP_001456962.1	157159644	57075	199128	200153	+	EcHS_A0181	lpxD	COG1044	M	"2.3.1.-,3.1.26.4"
3472135	YP_001456963.1	157159645	57075	200258	200713	+	EcHS_A0182	fabZ	COG764	I	4.2.1.-
3472136	YP_001456964.1	157159646	57075	200717	201505	+	EcHS_A0183	lpxA	COG1043	M	2.3.1.129
3472137	YP_001456965.1	157159647	57075	201505	202653	+	EcHS_A0184	lpxB	COG763	M	2.4.1.182
3472138	YP_001456966.1	157159648	57075	202650	203246	+	EcHS_A0185	rnhB	COG164	L	3.1.26.4
3472139	YP_001456967.1	157159649	57075	203283	206765	+	EcHS_A0186	dnaE	COG587	L	2.7.7.7
3472140	YP_001456968.1	157159650	57075	206778	207737	+	EcHS_A0187	accA	COG825	I	6.4.1.2
3472141	YP_001456969.1	157159651	57075	207836	209977	+	EcHS_A0188	ldcC1	COG1982	E	4.1.1.18
3472142	YP_001456970.1	157159652	57075	210034	210423	+	EcHS_A0189	EcHS_A0189	COG346	E	
3472143	YP_001456971.1	157159653	57075	210488	211786	+	EcHS_A0190	tilS	COG37	D	6.3.4.-
3472144	YP_001456972.1	157159654	57075	212095	211835	-	EcHS_A0191	rof	COG4568	K	
3472145	YP_001456973.1	157159655	57075	212282	212082	-	EcHS_A0192	EcHS_A0192			
3472146	YP_001456974.1	157159656	57075	212448	212993	+	EcHS_A0193	EcHS_A0193	COG4681	S	
3472147	YP_001456975.1	157159657	57075	212990	213412	+	EcHS_A0194	EcHS_A0194			
3472148	YP_001456976.1	157159658	57075	213426	214136	+	EcHS_A0195	cutF	COG3015	MP	
3472149	YP_001456977.1	157159659	57075	214386	215366	+	EcHS_A0196	EcHS_A0196	COG3547	L	
3472150	YP_001456978.1	157159660	57075	216394	215570	-	EcHS_A0197	EcHS_A0197			
3472151	YP_001456979.1	157159661	57075	218166	216448	-	EcHS_A0198	proS	COG442	J	6.1.1.15
3472152	YP_001456980.1	157159662	57075	218985	218278	-	EcHS_A0199	EcHS_A0199	COG1720	S	
3472153	YP_001456981.1	157159663	57075	219386	218982	-	EcHS_A0200	rcsF			
3472154	YP_001456982.1	157159664	57075	220319	219504	-	EcHS_A0201	metQ	COG1464	P	
3472155	YP_001456983.1	157159665	57075	221012	220359	-	EcHS_A0202	metI	COG2011	P	
3472156	YP_001456984.1	157159666	57075	222036	221005	-	EcHS_A0203	metN	COG1135	P	
3472157	YP_001456985.1	157159667	57075	222224	222796	+	EcHS_A0204	EcHS_A0204	COG241	E	3.1.3.-
3472158			57075	223160	224701	+	EcHS_A4732	rrs			
3472159			57075	224770	224846	+	EcHS_A4641	EcHS_A4641			
3472160			57075	224888	224965	+	EcHS_A4642	EcHS_A4642			
3472161			57075	225139	228041	+	EcHS_A4733	rrl			
3472162			57075	228136	228251	+	EcHS_A4734	rrf			
3472163			57075	228305	228383	+	EcHS_A4643	EcHS_A4643			
3472164	YP_001456986.1	157159668	57075	228545	229348	+	EcHS_A0211	dkgB	COG656	R	1.1.1.274
3472165	YP_001456987.1	157159669	57075	230259	229345	-	EcHS_A0212	EcHS_A0212	COG583	K	
3472166	YP_001456988.1	157159670	57075	230521	231300	+	EcHS_A0213	EcHS_A0213	COG3021	S	
3472167	YP_001456989.1	157159671	57075	231378	232148	+	EcHS_A0214	EcHS_A0214	COG500	QR	
3472168	YP_001456990.1	157159672	57075	233554	232196	-	EcHS_A0215	mltD	COG741	M	"3.2.1.-,2.4.-.-"
3472169	YP_001456991.1	157159673	57075	234381	233626	-	EcHS_A0216	gloB	COG491	R	3.1.2.6
3472170	YP_001456992.1	157159674	57075	234415	235137	+	EcHS_A0217	EcHS_A0217			
3472171	YP_001456993.1	157159675	57075	235601	235134	-	EcHS_A0219	rnhA	COG328	L	3.1.26.4
3472172	YP_001456994.1	157159676	57075	235666	236397	+	EcHS_A0218	dnaQ	COG847	L	2.7.7.7
3472173			57075	236529	236607	+	EcHS_A4644	EcHS_A4644			
3472174	YP_001456995.1	157159677	57075	236887	236738	-	EcHS_A0221	EcHS_A0221			
3472175	YP_001456996.1	157159678	57075	236933	237718	+	EcHS_A0222	EcHS_A0222			
3472176	YP_001456997.1	157159679	57075	239258	238344	-	EcHS_A0223	EcHS_A0223			
3472177	YP_001456998.1	157159680	57075	239784	239302	-	EcHS_A0224	EcHS_A0224	COG3157	S
3472178	YP_001456999.1	157159681	57075	241160	239808	-	EcHS_A0225	EcHS_A0225	COG3515	S
3472179	YP_001457000.1	157159682	57075	244695	241171	-	EcHS_A0226	EcHS_A0226	COG3523	S
3472180	YP_001457001.1	157159683	57075	246126	244714	-	EcHS_A0227	EcHS_A0227	COG3515	S
3472181	YP_001457002.1	157159684	57075	246874	246131	-	EcHS_A0228	EcHS_A0228		
3472182	YP_001457003.1	157159685	57075	249642	246871	-	EcHS_A0229	clpV		
3472183	YP_001457004.1	157159686	57075	250412	249651	-	EcHS_A0230	EcHS_A0230	COG3455	S
3472184	YP_001457005.1	157159687	57075	251748	250417	-	EcHS_A0231	EcHS_A0231	COG3522	S
3472185	YP_001457006.1	157159688	57075	252275	251751	-	EcHS_A0232	EcHS_A0232	COG3521	S
3472186	YP_001457007.1	157159689	57075	253552	252272	-	EcHS_A0233	EcHS_A0233	COG3456	T
3472187	YP_001457008.1	157159690	57075	254659	253577	-	EcHS_A0234	EcHS_A0234	COG3520	S
3472188	YP_001457009.1	157159691	57075	256473	254623	-	EcHS_A0235	EcHS_A0235	COG3519	S
3472189	YP_001457010.1	157159692	57075	256890	256477	-	EcHS_A0236	EcHS_A0236	COG3518	S
3472190	YP_001457011.1	157159693	57075	258372	256897	-	EcHS_A0237	EcHS_A0237	COG3517	S
3472191	YP_001457012.1	157159694	57075	258647	258423	-	EcHS_A0238	EcHS_A0238		
3472192	YP_001457013.1	157159695	57075	259182	258682	-	EcHS_A0239	EcHS_A0239	COG3516	S
3472193	YP_001457014.1	157159696	57075	259609	259752	+	EcHS_A0240	EcHS_A0240			
3472194	YP_001457015.1	157159697	57075	259879	260397	+	EcHS_A0241	EcHS_A0241	COG3157	S	
3472195	YP_001457016.1	157159698	57075	260430	260567	+	EcHS_A0242	EcHS_A0242			
3472196	YP_001457017.1	157159699	57075	260607	262748	+	EcHS_A0243	EcHS_A0243	COG3501	S	
3472197	YP_001457018.1	157159700	57075	262824	267077	+	EcHS_A0244	rhsH	COG3209	M	
3472198	YP_001457019.1	157159701	57075	267089	267538	+	EcHS_A0245	EcHS_A0245			
3472199			57075	267799	268935	+	EcHS_A0246	EcHS_A0246			
3472200	YP_001457020.1	157159702	57075	269747	268977	-	EcHS_A0247	EcHS_A0247	COG388	R	3.5.-.-
3472201	YP_001457021.1	157159703	57075	269901	270374	+	EcHS_A0248	EcHS_A0248			
3472202	YP_001457022.1	157159704	57075	272861	270417	-	EcHS_A0249	fadE	COG1960	I	1.3.99.-
3472203	YP_001457023.1	157159705	57075	273101	273679	+	EcHS_A0250	gmhA	COG279	G	5.3.1.-
3472204	YP_001457024.1	157159706	57075	273885	274652	+	EcHS_A0251	EcHS_A0251	COG121	R	
3472205	YP_001457025.1	157159707	57075	275363	274623	-	EcHS_A0252	EcHS_A0252	COG3034	S	
3472206	YP_001457026.1	157159708	57075	275797	275519	-	EcHS_A0253	EcHS_A0253	COG3041	S	
3472207	YP_001457027.1	157159709	57075	276060	275800	-	EcHS_A0254	EcHS_A0254	COG3077	L	
3472208	YP_001457028.1	157159710	57075	276210	277019	+	EcHS_A0255	EcHS_A0255	COG791	M	
3472209	YP_001457029.1	157159711	57075	277432	277076	-	EcHS_A0256	EcHS_A0256	COG4226	S	
3472210	YP_001457030.1	157159712	57075	277703	277425	-	EcHS_A0257	EcHS_A0257			
3472211	YP_001457031.1	157159713	57075	279547	277808	-	EcHS_A0259	EcHS_A0259	COG1298	NU	
3472212	YP_001457032.1	157159714	57075	279507	280277	+	EcHS_A0258	EcHS_A0258	COG1360	N	
3472213	YP_001457033.1	157159715	57075	280348	281403	+	EcHS_A0260	dinB	COG389	L	2.7.7.7
3472214	YP_001457034.1	157159716	57075	281400	281852	+	EcHS_A0261	EcHS_A0261			2.3.1.-
3472215	YP_001457035.1	157159717	57075	282071	283237	+	EcHS_A0262	EcHS_A0262	COG1690	S	
3472216	YP_001457036.1	157159718	57075	283234	283848	+	EcHS_A0263	EcHS_A0263	COG1186	J	
3472217	YP_001457037.1	157159719	57075	285362	283905	-	EcHS_A0264	pepD	COG2195	E	3.4.13.3
3472218	YP_001457038.1	157159720	57075	285623	286081	+	EcHS_A0265	gpt	COG503	F	2.4.2.22
3472219	YP_001457039.1	157159721	57075	286173	287417	+	EcHS_A0266	frsA			3.1.-.-
3472220	YP_001457040.1	157159722	57075	287475	287876	+	EcHS_A0267	crl			
3472221	YP_001457041.1	157159723	57075	288970	287915	-	EcHS_A0268	phoE	COG3203	M	
3472222	YP_001457042.1	157159724	57075	289258	290361	+	EcHS_A0269	proB	COG263	E	2.7.2.11
