locusId	orth331112.locusId
14418	
14419	
3446148	
7497341	
7497342	
14421	
14422	
14423	
14424	
14425	
14426	
14427	
14428	
14429	
14430	
14431	
14432	3472300
14433	
1936249	3472301
14434	3472302
7497343	
3446150	
14435	
14436	
14437	
14438	
3446152	
14439	3472306
14441	
14442	3472308
14443	3472310
14444	3472311
14445	3472312
14446	3472313
14448	3472314
14449	3472322
14450	3472323
14451	3472324
14452	3472325
14453	3472327
14454	3472328
14455	3472329
14456	3472331
14457	3472332
14458	3472333
14459	3472334
14461	3472335
14462	3472336
14463	3472342
14464	3472343
14465	3472346
14466	3472347
14467	3472348
14468	3472349
14469	3472350
14471	3472351
14472	3472352
14473	3472353
14474	3472354
14475	3472355
14476	3472356
14477	3472357
14478	3472358
14479	3472359
14480	
14481	3472360
14482	3472361
14483	3472362
14484	3472363
14485	3472364
14486	3472365
14487	3472366
14488	3472367
14489	3472368
14490	3472369
14491	3472370
14492	3472371
14493	3472373
14494	3472374
14495	
14496	3472376
1936264	
14498	
14499	
14501	3472378
14502	3472379
14503	3472382
14504	3472383
14505	3472384
14506	3472385
14507	3472386
1936269	
14510	
14511	
14513	3472391
14514	3472392
14515	3472395
14516	3472396
14517	3472397
14518	3472398
14519	3472399
14520	3472402
14521	3472403
14522	
14523	3472405
14524	3472406
14525	3472407
14526	3472408
14527	3472409
14528	3472410
14529	
14530	3472412
14531	3472413
14532	3472414
14534	3472415
14535	3472416
14536	3472417
14537	3472419
14538	3472420
14539	3472423
14540	3472424
14541	3472425
14542	3472426
14543	3472427
14544	3472428
14545	3472429
14546	3472430
14547	3472431
14548	3472432
14549	3472434
14550	3472435
14551	3472436
14552	3472437
14553	3472438
14554	3472439
14555	3472440
14556	3472441
14557	3472442
14558	3472443
14559	3472444
14560	3472445
14561	3472447
14562	3472448
14563	3472449
14564	3472450
14565	3472451
14566	3472455
14567	3472456
14568	3472457
14569	3472458
14570	3472459
14571	3472460
14572	3472461
14573	3472463
14574	3472465
14575	3472466
14576	3472467
14577	3472468
14578	3472469
14579	3472470
14580	3472471
14581	3472472
14582	3472473
14583	3472474
14584	3472475
14585	3472476
14586	3472477
14587	3472478
14588	3472479
14589	3472480
14590	3472481
14591	3472482
14592	3472483
1936286	
14593	3472485
14594	3472486
14595	3472487
14596	3472488
14597	3472489
14598	3472490
14599	3472491
14600	3472492
14601	3472493
14602	3472494
14603	3472496
14604	3472497
14605	3472498
14606	3472499
14607	3472500
14608	3472501
14609	3472502
14610	3472503
14611	3472504
14612	3472505
14613	3472506
14614	3472507
14615	3472508
14616	3472509
14617	3472510
14618	3472511
3446153	
14619	3472513
14620	3472514
14621	
14622	3472518
14623	3472519
14624	3472520
14625	3472521
14626	3472522
14627	3472523
14628	3472524
14629	3472525
14630	3472526
14631	3472527
14632	3472528
14633	3472529
14634	
14635	
14636	
14637	
3446155	
5752725	
14640	3472530
14641	3472531
14642	3472532
14643	3472533
14644	3472534
14645	3472535
14646	3472536
14648	3472537
14649	3472538
14650	3472539
14651	3472540
14652	3472542
14653	3472543
14654	3472544
14655	3472545
1936295	
14657	3472547
14658	3472548
14659	3472550
14660	3472551
14661	3472552
14662	3472553
14663	
14664	3472555
14665	
14666	3472556
14667	3472557
14668	3472559
14669	3472560
14670	3472561
14671	3472562
14672	3472563
1936299	
14673	
3446157	
14675	
14674	
14678	
14676	
14677	
14679	
14680	
14681	3473982
14682	3473981
3446158	
14683	
14684	
14685	
14686	3472253
1936302	
14687	
14689	
14688	
14690	
14691	
14692	
1936303	
14693	
14694	
14695	
3446159	
14696	
3446161	
14697	
14698	
14699	
14700	
14701	
3446163	
14702	
14703	
14704	
14705	
14706	3472569
14707	
14708	3472571
14709	
14710	
14711	
14712	3472575
14713	
14714	3472577
14715	
14716	3472579
14717	3472580
10279116	
1936307	
14718	
14719	3472583
14720	3472584
14721	
1936308	
14722	
14723	
14724	
14725	
14726	3472593
14727	
14728	
14729	
14730	
14731	
14732	
14733	
14734	
1936309	
14736	
14737	
14738	
14739	3472606
14740	
14741	
14742	
14743	
14744	3472611
14745	3472612
14747	
14748	3472614
14749	
14750	
14751	3472617
14752	
14753	
14754	
14755	
14756	3472622
14757	
14758	
14759	
14760	3472627
14761	3472628
1936314	
14764	
14765	
14766	
14767	
14768	
14769	
14770	
14771	
14772	
14773	
14774	
14775	3472642
14776	
14777	3472644
14778	
14779	3472646
14780	3472647
14781	
14782	
14783	
14784	
14785	
14786	
14787	
14788	3472648
14789	
14790	3472650
14791	
14792	3472653
14793	
14794	3472656
14795	3472657
14796	3472658
14797	3472659
14798	3472660
14799	3472661
1936319	
1936320	
1936321	
1936322	
1936323	
1936324	
1936325	
14804	3472669
14805	3472671
14806	3472672
14807	3472673
14808	3472674
14809	3472675
14810	3472677
14811	
14812	3472680
14813	3472681
3446164	
14814	3472682
14815	3472683
14816	3472684
14817	3472685
14818	3472686
14819	3472688
14821	
3446166	
14823	
14824	
3446167	
14826	3472692
14827	3472693
14828	3472694
14829	3472695
14830	3472696
1936329	3472697
14832	3472698
14833	
14834	
14835	
14836	3472701
1936330	
14837	
14838	3472704
14839	3472705
14840	3472706
14841	3472708
14842	3472709
14843	3472710
14844	3472711
14845	3472712
14846	3472713
14847	3472714
14848	3472715
14849	3472716
14850	3472717
14851	3472718
14852	3472719
14853	3472720
14854	3472721
14855	3472722
14856	3472723
14858	3472724
14859	3472725
14860	3472726
14861	3472727
14862	3472728
14863	3472729
14864	
14865	3472736
14866	3472737
1936336	3472738
14867	3472739
14868	3472740
14869	3472741
14870	3472742
14871	
14872	
14873	3472745
14874	3472746
1936337	
1936338	
1936339	
1936340	
1936341	
1936342	
1936343	
14875	3472754
14876	3472755
14877	3472756
14878	3472757
14879	3472758
14880	3472759
14881	3472760
14882	3472761
14883	3472762
14884	3472763
14885	3472764
14886	3472765
14887	3472766
14888	3472767
14889	3472768
14890	3472769
14891	3472770
14892	3472771
14893	
14894	3472773
14895	3472774
14896	3472775
14897	3472776
14898	3472777
14899	3472778
14900	3472779
14901	3472780
14902	3472781
14903	3472782
3446168	
14904	3472783
14905	3472784
14906	3472785
14907	3472786
14908	3472787
14909	3472788
14910	3472789
14911	3472790
14912	3472791
14913	3472792
14914	3472793
14915	3472794
14916	3472795
14917	3472796
14918	3472797
14919	3472798
14920	3472799
14921	3472800
14922	3472801
14923	3472803
14924	3472804
14925	3472805
14926	3472806
14927	3472807
14928	3472808
14929	3472809
14930	3472810
14931	3472811
14932	3472812
14933	3472813
14934	3472815
14935	3472816
14936	3472817
14937	3472818
14938	3472820
14939	3472821
14940	3472822
14941	
1936353	
14942	3472824
14943	3472825
14944	3472826
14945	3472827
14946	
14947	3472830
14948	3472831
14949	3472832
14950	3472833
14951	3472834
14952	3472835
14953	
14954	3472837
14955	
14956	3472839
14957	3472840
14958	3472841
14959	3472842
14960	3472845
14961	3472846
14962	
14963	3472848
14964	3472849
14965	3472850
14966	3472851
14967	3472853
14968	3472854
14969	3472855
14970	3472856
14971	3472857
1936357	
14972	3472900
14973	3472901
14974	3472902
14975	3472903
14976	3472904
14977	
14978	
14979	3472907
14980	3472908
14981	3472909
14982	3472910
14983	3472911
14984	3472912
14985	3472914
14986	3472915
14987	3472916
14988	3472917
14989	3472918
14990	3472919
14991	3472920
14992	3472921
14993	3472922
14994	3472923
14995	3472924
14996	3472925
14997	3472926
14998	3472927
14999	3472928
15000	
15001	3472930
15002	3472931
15003	3472932
15004	3472933
15005	
15006	3472935
15007	3472936
1936364	
15008	3472938
15009	3472939
15010	3472940
15011	3472941
15012	3472942
15013	3472944
15014	3472945
15015	3472946
15016	3472947
15017	3472948
15018	3472949
15019	3472950
15020	3472951
15021	
15022	3472954
15023	3472955
15024	3472956
15025	
15026	3472958
15027	3472959
15028	3472960
15029	3472961
15030	3472962
15031	3472963
15032	3472964
15033	3472965
15034	3472966
15035	3472967
15036	3472968
15037	
15038	3472970
15039	3472971
15040	3472972
15041	3472973
15042	3472974
15043	3472975
15044	3472976
15045	3472977
15046	3472978
15047	3472979
15048	3472980
15049	3472981
15050	3472982
15051	3472983
15052	3472985
15053	3472986
15054	3472987
15055	3472988
15056	3472990
15057	3472991
15058	3472992
15059	3472993
15060	3472994
15061	3472995
15062	
15063	3472997
15064	3472998
15065	3472999
15066	3473000
15067	3473001
15068	3473002
15069	3473003
15070	3473004
15071	3473005
15072	3473006
15073	3473007
15074	3473008
15075	3473009
15076	3473010
15077	3473011
15078	3473012
15079	3473013
15080	3473014
15081	3473015
15082	3473016
15083	3473017
15084	3473018
15085	3473019
15086	3473020
15087	3473021
15088	3473022
15089	3473023
15090	3473024
15091	3473025
15092	
15093	3473026
15094	3473027
1936382	
15095	3473029
15096	3473030
15097	3473031
15098	3473032
15099	3473033
15100	3473034
15101	3473035
15102	3473036
3446169	3473037
15104	3473038
15105	3473039
15106	3473040
15107	3473041
15108	
15109	3473043
15110	3473044
15111	3473045
1936385	
15112	
15113	3473046
15114	3473047
15115	3473048
1936386	
15116	3473050
15117	3473052
15118	3473053
15119	3473054
15120	3473055
15121	3473056
15122	3473057
15123	3473059
15124	3473060
15125	3473061
15126	3473063
15127	3473064
15128	3473065
15129	3473066
15130	3473069
15131	3473070
15132	3473071
15133	3473072
15134	3473073
15135	3473074
15136	3473075
15137	3473076
15138	3473077
15139	3473079
1936393	
15141	3473081
15142	3473082
15143	3473083
15144	3473084
15145	3473085
15146	3473086
15147	
15148	3473091
15149	
15150	
15151	
15152	3473095
1936397	
15155	3473098
15156	3473099
15157	3473100
15158	3473101
15159	3473102
15160	3473103
15161	3473104
15162	3473105
15163	3473107
15164	3473108
15165	3473109
15166	3473112
15167	3473113
15168	3473114
15169	3473115
15170	3473117
15171	3473118
15172	3473120
15173	3473121
15175	3473122
15176	3473124
15177	3473125
15178	3473126
15179	3473127
15180	3473128
15181	3473129
15182	3473130
15183	3473131
15184	3473132
15185	3473133
15186	3473134
15187	3473135
15188	3473136
15189	3473137
15190	3473138
15191	3473139
15192	3473140
15193	3473141
15194	3473142
15195	3473143
15196	3473144
15197	3473145
15198	3473146
15199	3473147
15200	3473148
15201	3473149
15202	3473150
15203	3473151
15204	3473152
15205	3473153
15206	3473154
15207	
15208	3473155
15209	3473156
1936407	
15210	3473158
15211	3473159
15212	3473160
15213	3473161
15214	3473162
15215	3473163
15216	3473164
15217	3473165
15218	3473166
15219	3473167
15220	3473168
15221	3473169
15222	3473170
15223	3473171
15224	3473172
15225	3473174
15226	3473175
15227	3473176
15228	3473177
15229	3473178
15230	3473179
15231	3473180
15232	3473181
15233	3473182
15234	3473183
15235	3473184
15236	3473185
15237	3473186
15238	
15239	3473187
15240	3473188
15241	3473189
15242	3473190
15243	
15244	
15245	3473191
15246	3473192
15247	
15248	3473194
15249	3473195
15250	3473196
15251	3473197
15252	3473198
15253	3473199
15254	3473200
15255	3473201
15256	3473202
15257	3473203
15258	3473204
15259	
15260	
15261	
15262	
15263	
15265	
15266	
15267	
15268	
15269	
15270	
7497344	
7497345	
15272	
15273	
15274	
15275	
15276	
15277	
15278	
5752726	
15280	
15281	
1936422	
15282	
15283	3473205
15284	3473206
15285	3473207
15286	
15287	
15288	3473210
15289	3473211
15290	3473212
1936424	3473213
1936425	
15293	3473217
15294	3473218
3446170	3473219
3446171	
1936428	
15296	3473222
15297	3473223
15298	3473224
15299	
15300	3473226
15301	3473227
15302	3473228
15303	3473229
15304	
15305	3473233
15306	3473234
15307	3473235
15308	3473236
15309	3473237
15310	3473238
15311	3473239
15312	3473240
15313	3473241
15314	3473242
15315	3473243
15316	3473244
15317	3473245
15318	3473246
15319	3473247
15320	3473249
15321	3473250
15322	3473251
15323	3473252
15324	3473253
15325	3473255
15326	3473256
15327	3473257
15328	3473258
15329	3473259
15330	3473260
15331	3473261
15332	3473262
15333	3473263
15334	3473264
15335	3473265
15336	3473266
15337	3473267
1936439	
1936440	
1936441	3473269
1936442	
1936443	
1936444	
15338	3473271
15339	3473272
15340	3473273
15341	3473274
15342	3473276
15343	3473277
15344	3473278
15345	3473280
15346	3473281
15347	3473282
15348	3473283
15349	3473284
1936445	
15351	
1936446	
1936447	
15352	3473287
15353	
15354	3473289
15355	3473290
15356	3473291
15357	3473292
15358	3473294
1936448	
15361	3473296
15362	3473297
15363	3473298
15364	3473299
15365	3473300
1936449	3473301
15367	3473302
15368	3473303
15369	3473304
3446172	
15370	3473305
15371	3473306
15372	3473307
15373	3473308
15374	3473309
15375	
15376	3473311
15377	3473312
15378	3473313
15379	
15380	3473315
15381	
15382	3473317
15383	3473318
15384	3473319
15385	3473320
15386	3473321
15387	3473322
15388	3473323
15389	3473324
15390	3473325
15391	3473326
15392	3473327
15393	3473328
15394	3473329
15395	3473330
1936456	
1936457	
15396	3473333
15397	3473334
15398	3473335
15399	3473336
15400	3473337
15401	3473339
15402	3473340
15403	3473341
15404	3473342
3446173	3473343
15405	3473344
7497346	
15406	3473345
15407	3473346
15408	3473347
15409	3473349
15410	3473350
15411	3473351
15412	3473352
15413	3473353
15414	3473354
15415	3473355
15416	3473357
15417	3473358
15418	3473359
15419	3473360
15420	3473361
15421	3473362
15422	3473363
15423	3473364
15424	3473365
15425	3473366
15426	3473367
15427	3473368
15428	3473369
15429	3473370
15430	3473371
15431	3473372
15432	3473373
15433	3473374
15434	3473375
15435	3473376
15436	3473377
15437	3473378
1936466	
15439	3473380
15440	3473381
15441	3473382
15442	3473383
15443	3473384
15444	3473385
15445	3473386
15446	3473387
1936468	
7497347	
15447	3473388
15448	3473389
15449	3473391
15450	3473392
15451	
15452	3473393
15453	3473394
15454	3473395
15455	3473396
15456	3473397
15457	3473398
15458	3473399
15459	3473401
1936472	
15460	3473403
15461	3473404
15462	3473405
10279117	
15463	3473407
15464	3473408
15465	
15466	
15467	
15468	
15469	3472236
15470	
15471	
1936475	
15473	
15474	
15476	
15477	
15478	
15479	
15480	
15481	
15482	
15483	
15484	
1936482	
15485	
15487	
15488	
15490	
1936483	
15492	
15494	
15495	
15496	
15497	
3446175	
15498	3473409
15499	3473410
1936487	
15500	3473412
1936488	3473413
15501	3473414
15502	3473415
15503	
15504	3473417
15505	3473418
15506	3473419
15507	3473420
15508	3473421
15509	3473422
15510	3473423
15511	3473424
15512	3473425
15513	3473426
15514	3473427
15515	3473428
15516	3473429
15517	3473430
15518	3473431
15519	3473432
15520	3473433
15521	3473434
15522	3473435
7497348	
1936492	
15524	
15525	
15526	
15528	3473437
15529	3473438
15530	3473439
15531	3473440
15532	3473441
15533	3473442
15534	3473443
15535	3473444
15536	3473445
15537	3473446
1936496	
15539	3473448
3446176	
15540	3473449
1936500	
15541	3473450
1936501	
15542	3473451
15543	3473452
15544	3473453
15545	3473454
15547	3473455
15548	3473456
15549	3473457
15550	3473458
15551	3473459
15552	3473461
1936505	
15553	
15554	3473464
15555	3473465
15556	3473466
15557	3473467
15558	
15559	3473469
15560	3473470
15561	3473471
15562	3473472
15563	3473473
15564	3473474
15565	3473475
3446177	
15566	3473478
15567	3473479
15568	3473480
15569	3473481
15570	3473482
15571	3473483
15572	3473484
15573	3473486
15574	3473487
15575	3473488
15576	
15577	
15578	
15580	
15581	
15582	3473492
15583	3473493
15584	3473494
15585	
15586	3473496
15587	3473497
15588	3473498
15589	3473499
15590	3473500
15591	3473501
15592	
15593	
15594	3473503
15595	3473504
15596	3473505
15597	3473506
15598	3473508
15599	3473509
15600	3473510
15601	3473511
15602	3473512
15603	3473513
15604	3473514
15605	3473515
15606	3473516
15607	3473517
15608	3473518
15609	3473519
15610	3473520
15611	3473521
15612	3473522
15613	3473523
15614	3473524
15615	3473525
15616	3473526
15617	3473527
15618	3473528
15619	3473529
15620	3473530
5752727	
15622	3473531
15623	3473532
15624	3473533
15625	3473534
15626	
15627	
15628	3473536
15629	3473537
7497349	
15632	3473539
15633	3473540
15634	
15635	3473542
15636	3473543
15637	3473544
15638	3473545
15639	3473546
15640	3473547
15641	3473548
1936527	3473549
15643	3473550
15644	3473551
15645	3473552
15646	3473553
15647	3473554
15648	3473555
15649	3473556
15650	3473557
15651	
15652	
15653	
15654	3473567
15655	3473568
3446178	3473569
10279118	
15656	3473570
15658	3473571
15659	3473572
15660	3473573
15661	
15662	3473575
15663	
15664	3473577
3446180	
15666	
15667	
15668	
15669	
15670	
1936532	
15671	
15672	3473586
15673	
15674	3473587
15675	3473588
7497350	
15676	3473589
15677	
15678	
15679	
15680	
15681	
15682	
15683	
15684	
15685	
15686	
15687	
15688	
15689	
15690	
15691	
15692	
15693	
15694	
15695	
1936540	
15696	
15697	
15698	
15699	
15700	
15701	3473598
15702	3473599
15703	3473600
15704	3473601
15705	3473602
15706	3473603
15707	3473604
15708	3473605
15709	3473606
15710	3473607
15711	3473608
15712	3473609
15713	3473611
15714	3473612
15715	3473613
15716	3473614
15717	3473615
15718	3473616
3446181	
15719	3473617
15720	3473618
15721	3473619
15722	3473620
15723	3473621
15724	3473622
15725	3473624
15726	3473625
15727	3473626
15728	3473627
15729	3473628
15730	3473629
15731	3473630
15732	3473631
15733	3473632
15734	3473633
15735	3473634
15736	3473635
15737	3473636
15738	3473637
15739	3473638
15740	3473639
15741	3473640
15742	3473641
15743	3473642
15744	3473643
15745	3473644
1936552	3473645
15746	3473646
15747	3473647
15748	3473648
15749	3473649
15750	3473650
15751	3473651
15752	3473652
15753	3473653
15754	3473654
15755	3473655
15756	3473656
15757	3473657
15758	3473658
15759	3473659
15760	3473660
15761	3473661
1936555	3473662
15763	3473663
15764	3473665
15765	3473666
15766	3473667
15767	3473668
1936558	3473669
15769	
15770	3473671
15771	3473672
15772	3473673
15773	3473674
15774	3473676
15775	3473677
15776	3473679
15777	3473680
15778	3473681
3446182	3473682
15779	3473683
15780	3473684
1936561	3473685
15782	3473686
15783	3473687
1936562	3473688
15785	3473689
1936563	
1936564	
15786	3473693
15787	3473694
15788	
15789	3473696
15790	3473697
15791	3473698
15792	3473699
15793	3473700
15794	3473701
15795	3473702
15796	3473703
15797	3473704
15798	3473705
15799	3473706
15800	3473707
15801	3473708
15802	3473709
15803	3473710
1936567	
15804	3473712
15805	3473713
15806	3473714
15807	3473715
1936568	
15808	3473717
15809	3473718
15810	3473719
15811	3473720
15812	3473721
15813	
15814	3473723
15815	
15816	
15817	
15818	
15819	
15820	
15821	3473727
15822	3473729
15823	3473730
15824	3473731
15825	3473732
15826	3473733
15827	3473734
15828	3473735
15829	3473736
15830	3473737
15831	3473738
15832	3473739
15833	3473740
15834	
15835	3473743
15836	3473744
15837	3473745
15838	3473746
1936574	
1936577	
15840	3473748
15841	3473749
15842	3473750
15843	3473751
15844	3473752
15845	3473753
15846	3473754
15847	3473755
15848	3473756
15849	3473757
1936580	3473758
15851	3473760
15852	3473761
15853	3473762
15854	
15855	3473764
15856	3473765
15857	3473766
15858	3473767
15859	3473768
15860	3473769
15861	3473770
15862	3473772
15863	3473773
15864	3473774
15865	3473775
15866	3473776
15867	3473778
15868	3473779
15869	3473780
15870	3473781
15871	3473782
15872	3473783
15873	3473784
15874	3473785
15875	3473786
15876	3473787
15877	3473788
15878	3473789
15879	3473790
15880	3473791
15881	3473792
15882	3473793
15883	3473794
15884	3473795
15885	3473796
15886	3473797
15887	3473798
15888	3473799
15889	3473800
15890	3473801
15891	3473802
15892	
15893	3473804
15894	3473805
15895	3473806
15896	3473807
15897	3473808
15898	3473809
15899	3473810
15900	3473811
15901	3473813
15902	3473814
15903	3473815
15904	3473816
15905	3473817
15906	3473818
15907	3473819
15908	3473820
15909	3473821
15910	3473822
15911	3473823
15912	3473824
7497351	3473825
7497352	
15913	3473826
15914	3473828
15915	3473829
15916	3473830
15917	3473831
15918	3473832
15919	3473833
15920	3473834
15921	3473835
15922	3473836
15923	3473838
15924	3473839
15925	3473840
15926	3473841
15927	3473842
15928	3473843
15929	
15930	3473847
15931	3473848
15932	3473849
15933	3473850
15934	3473851
15935	3473852
15936	3473853
15937	3473854
15938	3473855
15939	3473856
15940	3473857
15941	3473858
15942	3473859
15943	3473860
15944	3473861
1936602	3473862
15945	3473863
15946	3473864
15947	3473865
15948	3473866
1936604	3473867
15950	3473868
15951	3473869
15952	3473870
15953	3473871
15954	3473872
15955	3473873
15956	3473874
1936611	
1936612	
15957	3473877
15958	3473878
15959	3473879
15960	3473880
15961	3473881
15962	3473882
15963	3473883
15964	
15965	3473886
15966	3473887
15967	3473888
15968	3473889
15969	3473890
15970	3473891
15971	3473893
15972	3473894
15973	3473895
15974	3473896
15975	3473897
15976	3473898
15977	3473899
15978	3473900
15979	3473901
7497353	
15980	3473902
15981	3473903
15982	3473904
15983	3473905
15984	3473906
15985	3473908
15986	3473909
15987	3473910
15988	3473911
15989	3473912
15990	3473914
15991	3473915
1936619	3473916
15993	3473917
15994	3473918
15995	3473919
15996	3473920
15997	3473921
15998	3473922
15999	3473924
16000	3473925
16001	3473926
16002	3473927
16003	
16004	3473929
16005	3473931
16006	3473932
16007	3473933
16008	3473934
16009	3473935
16010	3473936
16011	
16012	
16013	3473940
16014	3473941
16015	3473942
1936623	3473943
16017	3473944
16018	3473945
16019	3473946
16020	
7497354	
16021	3473949
16022	3473951
16023	3473952
16024	3473953
16025	3473954
1936626	
1936627	
1936628	
16026	3473958
16027	3473959
16028	3473960
16029	3473962
16030	3473963
16031	3473964
16032	3473965
16033	3473966
16034	3473967
16035	
16036	3473969
16037	3473970
16038	3473971
16039	3473972
16040	3473973
16041	3473974
16042	3473975
16043	3473976
16044	3473977
1936633	3473978
16046	
1936634	
16050	
16051	3473984
16052	3473985
16053	3473986
16054	3473987
16055	3473988
16056	3473989
16057	3473990
16058	3473991
16059	3473992
16060	3473993
16061	3473994
16062	3473995
16063	3473996
16064	3473997
16065	3473998
16066	3473999
16067	3474000
1936638	
16068	
16069	
16070	3474005
16071	3474006
16072	3474007
16073	3474008
16074	3474009
16075	3474010
16076	
3446183	
1936641	
16080	3474014
16081	3474015
16082	3474016
16083	3474017
16084	3474018
16085	3474019
16086	3474020
16087	3474021
1936644	
16088	3474045
1936646	
16089	
1936648	
16092	3474049
16093	3474050
16094	3474051
1936649	
16095	3474053
1936650	
16096	3474055
16097	3474056
1936651	
16098	3474058
16099	3474059
16100	3474060
16101	3474061
3446185	
16102	
3446187	
3446189	
1936652	
16104	
1936653	
16107	
1936655	
1936656	
16109	
16110	
16111	
16112	
16113	
16114	
3446191	
1936658	
16115	3474087
16116	3474088
16117	3474089
16118	3474090
16119	3474091
16120	3474092
16121	3474093
16122	3474094
7497355	
16123	3474095
16124	3474096
1936663	3474097
16125	3474098
16126	3474099
16127	3474100
16128	3474101
16129	3474102
16130	3474103
16131	3474104
16132	3474105
16133	3474106
16134	3474107
16135	
16136	3474120
16137	3474125
1936668	
16139	
16140	
16141	
16142	
16143	
16144	
16145	
16146	
16147	
16148	3474122
16149	
16150	3474143
16151	
16152	
16153	
16154	
16155	
16156	
16157	
16158	
16159	
16160	
16161	
16162	
16163	
16164	
16165	
16166	
16167	
16168	
16169	
16170	
16171	
16172	3474145
16173	3474146
16174	3474147
16175	
16176	3474149
16177	3474150
16178	3474151
16179	3474153
16180	3474154
16181	3474155
1936676	
7497356	
1936677	
7497357	
16182	3474158
16183	3474159
16184	3474160
16185	3474161
16186	3474162
16187	3474163
16188	3474164
16189	
1936680	
16190	
16191	
16193	3474167
16194	3474168
1936682	
16196	
16197	
16198	3474170
16199	3474171
16200	3474172
16201	3474173
16202	3474174
16203	3474175
16204	3474176
16205	3474177
16206	3474178
16207	3474179
16208	3474180
16209	3474181
16210	3474182
16211	3474183
16212	3474184
16213	3474185
16214	3474186
16215	3474187
16216	3474188
16217	3474189
16218	3474190
16219	
16220	3474191
16221	3474192
1936690	
16225	3474194
1936691	3474195
16227	3474196
16228	3474197
16229	3474198
16230	
16231	3474200
16232	3474201
16233	3474202
16234	3474203
16235	
1936696	3474205
16236	3474206
16237	3474207
16238	3474208
16239	3474209
16240	3474210
16241	3474211
16242	3474212
16243	3474213
16244	3474214
16245	3474215
16248	
7497358	
16249	3474217
16250	3474218
16251	
16252	3474220
16253	3474221
16254	3474222
16255	3474223
16256	3474224
16257	3474225
16258	3474226
16259	3474227
16260	3474228
16261	3474229
16262	3474230
16263	3474231
