From	To	Species	Gene Name
GPSM3	uc011iwe.1	Homo sapiens	G-protein signaling modulator 3 (AGS3-like, C. elegans)
GPSM3	uc011hza.1	Homo sapiens	G-protein signaling modulator 3 (AGS3-like, C. elegans)
GPSM3	uc008ccu.1	Mus musculus	G-protein signalling modulator 3 (AGS3-like, C. elegans)
GPSM3	uc008cct.1	Mus musculus	G-protein signalling modulator 3 (AGS3-like, C. elegans)
UPP1	uc007hzx.1	Mus musculus	uridine phosphorylase 1
UPP1	uc007hzw.1	Mus musculus	uridine phosphorylase 1
UPP1	uc007hzy.1	Mus musculus	uridine phosphorylase 1
UPP1	uc011kcg.1	Homo sapiens	uridine phosphorylase 1
UPP1	uc003ton.2	Homo sapiens	uridine phosphorylase 1
UPP1	uc003toj.2	Homo sapiens	uridine phosphorylase 1
UPP1	uc003too.2	Homo sapiens	uridine phosphorylase 1
UPP1	uc003tok.2	Homo sapiens	uridine phosphorylase 1
UPP1	uc003tol.2	Homo sapiens	uridine phosphorylase 1
UPP1	uc011kch.1	Homo sapiens	uridine phosphorylase 1
BTN2A2	uc007ptu.1	Mus musculus	butyrophilin, subfamily 2, member A2
BTN2A2	uc011dkf.1	Homo sapiens	butyrophilin, subfamily 2, member A2
BTN2A2	uc003nht.2	Homo sapiens	butyrophilin, subfamily 2, member A2
BTN2A2	uc011dkg.1	Homo sapiens	butyrophilin, subfamily 2, member A2
BTN2A2	uc003nhs.2	Homo sapiens	butyrophilin, subfamily 2, member A2
BTN2A2	uc003nhr.2	Homo sapiens	butyrophilin, subfamily 2, member A2
BTN2A2	uc011dkh.1	Homo sapiens	butyrophilin, subfamily 2, member A2
BTN2A2	uc003nhq.2	Homo sapiens	butyrophilin, subfamily 2, member A2
BTN2A2	uc011dki.1	Homo sapiens	butyrophilin, subfamily 2, member A2
TIMM13	uc007gfi.1	Mus musculus	translocase of inner mitochondrial membrane 13 homolog (yeast)
TIMM13	uc002lvx.1	Homo sapiens	translocase of inner mitochondrial membrane 13 homolog (yeast)
RNF125	uc002kxf.1	Homo sapiens	ring finger protein 125
RNF125	uc008eez.1	Mus musculus	ring finger protein 125
RNF125	uc008efa.1	Mus musculus	ring finger protein 125
IARS	uc007qjv.1	Mus musculus	isoleucine-tRNA synthetase
IARS	uc004aru.3	Homo sapiens	isoleucyl-tRNA synthetase
IARS	uc010mqr.2	Homo sapiens	isoleucyl-tRNA synthetase
IARS	uc004ars.1	Homo sapiens	isoleucyl-tRNA synthetase
IARS	uc010mqt.2	Homo sapiens	isoleucyl-tRNA synthetase
IARS	uc004art.1	Homo sapiens	isoleucyl-tRNA synthetase
IARS	uc004arr.1	Homo sapiens	isoleucyl-tRNA synthetase
TMED2	uc001ufg.2	Homo sapiens	transmembrane emp24 domain trafficking protein 2
TMED2	uc008zqb.1	Mus musculus	transmembrane emp24 domain trafficking protein 2; predicted gene 10698; predicted gene 7318
TMED2	uc008zqa.1	Mus musculus	transmembrane emp24 domain trafficking protein 2; predicted gene 10698; predicted gene 7318
HRH2	uc007qob.1	Mus musculus	histamine receptor H2
HRH2	uc003mdd.2	Homo sapiens	histamine receptor H2
HRH2	uc003mdc.3	Homo sapiens	histamine receptor H2
FCN1	uc004cfi.2	Homo sapiens	ficolin (collagen/fibrinogen domain containing) 1
CLEC9A	uc001qxa.2	Homo sapiens	C-type lectin domain family 9, member A
CLEC9A	uc009efs.1	Mus musculus	C-type lectin domain family 9, member a
CLEC9A	uc009efr.1	Mus musculus	C-type lectin domain family 9, member a
CD2	uc008qrf.1	Mus musculus	CD2 antigen
CD2	uc010owz.1	Homo sapiens	CD2 molecule
CD2	uc001egu.3	Homo sapiens	CD2 molecule
CD2	uc010oxa.1	Homo sapiens	CD2 molecule
GPNMB	uc009bwf.1	Mus musculus	glycoprotein (transmembrane) nmb
GPNMB	uc003swa.2	Homo sapiens	glycoprotein (transmembrane) nmb
GPNMB	uc003swb.2	Homo sapiens	glycoprotein (transmembrane) nmb
GPNMB	uc011jyz.1	Homo sapiens	glycoprotein (transmembrane) nmb
GPNMB	uc003swc.2	Homo sapiens	glycoprotein (transmembrane) nmb
GPNMB	uc011jyy.1	Homo sapiens	glycoprotein (transmembrane) nmb
CD6	uc008gqz.1	Mus musculus	CD6 antigen
CD6	uc008gqx.1	Mus musculus	CD6 antigen
CD6	uc008gqy.1	Mus musculus	CD6 antigen
CD6	uc001nqt.2	Homo sapiens	CD6 molecule
CD6	uc009ynj.2	Homo sapiens	CD6 molecule
CD6	uc001nqs.2	Homo sapiens	CD6 molecule
CD6	uc001nqq.2	Homo sapiens	CD6 molecule
CD6	uc001nqp.2	Homo sapiens	CD6 molecule
CD6	uc001nqr.2	Homo sapiens	CD6 molecule
CD6	uc009yni.2	Homo sapiens	CD6 molecule
SELPLG	uc010sxe.1	Homo sapiens	selectin P ligand
SELPLG	uc001tnh.2	Homo sapiens	selectin P ligand
SELPLG	uc001tni.2	Homo sapiens	selectin P ligand
SELPLG	uc008yys.1	Mus musculus	selectin, platelet (p-selectin) ligand
SELPLG	uc008yyt.1	Mus musculus	selectin, platelet (p-selectin) ligand
SELPLG	uc008yyr.1	Mus musculus	selectin, platelet (p-selectin) ligand
NFATC1	uc008ftg.1	Mus musculus	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc008fte.1	Mus musculus	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc008ftf.1	Mus musculus	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc010xfk.1	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc010xfg.1	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc002lnf.2	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc010xfj.1	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc010xff.1	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc010drc.2	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc002lng.2	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc002lnc.1	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc002lnd.2	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc010xfh.1	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc002lne.2	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC1	uc010xfi.1	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
CD7	uc007mvc.1	Mus musculus	CD7 antigen
CD7	uc010wvk.1	Homo sapiens	CD7 molecule
CD7	uc010din.2	Homo sapiens	CD7 molecule
CD7	uc002kel.1	Homo sapiens	CD7 molecule
CD7	uc002kem.2	Homo sapiens	CD7 molecule
EXO1	uc009xgq.2	Homo sapiens	exonuclease 1
EXO1	uc001hzi.2	Homo sapiens	exonuclease 1
EXO1	uc001hzh.2	Homo sapiens	exonuclease 1
EXO1	uc001hzj.2	Homo sapiens	exonuclease 1
EXO1	uc007dtu.1	Mus musculus	exonuclease 1
EBP	uc004djx.3	Homo sapiens	emopamil binding protein (sterol isomerase)
EBP	uc004djy.3	Homo sapiens	emopamil binding protein (sterol isomerase)
EBP	uc004djz.2	Homo sapiens	emopamil binding protein (sterol isomerase)
EBP	uc009soi.1	Mus musculus	phenylalkylamine Ca2+ antagonist (emopamil) binding protein
OLR1	uc010sgz.1	Homo sapiens	oxidized low density lipoprotein (lectin-like) receptor 1
OLR1	uc010sha.1	Homo sapiens	oxidized low density lipoprotein (lectin-like) receptor 1
OLR1	uc001qxo.1	Homo sapiens	oxidized low density lipoprotein (lectin-like) receptor 1
OLR1	uc001qxp.2	Homo sapiens	oxidized low density lipoprotein (lectin-like) receptor 1
OLR1	uc009efw.1	Mus musculus	oxidized low density lipoprotein (lectin-like) receptor 1
MAL	uc008mfv.1	Mus musculus	myelin and lymphocyte protein, T-cell differentiation protein
MAL	uc008mfw.1	Mus musculus	myelin and lymphocyte protein, T-cell differentiation protein
MAL	uc002stx.1	Homo sapiens	mal, T-cell differentiation protein
MAL	uc002stz.1	Homo sapiens	mal, T-cell differentiation protein
MAL	uc002sua.1	Homo sapiens	mal, T-cell differentiation protein
MAL	uc002sty.1	Homo sapiens	mal, T-cell differentiation protein
TNFSF8	uc008thd.1	Mus musculus	tumor necrosis factor (ligand) superfamily, member 8
TNFSF8	uc004bji.1	Homo sapiens	tumor necrosis factor (ligand) superfamily, member 8
ABP1	uc003whz.1	Homo sapiens	amiloride binding protein 1 (amine oxidase (copper-containing))
ABP1	uc003wia.1	Homo sapiens	amiloride binding protein 1 (amine oxidase (copper-containing))
ABP1	uc003why.1	Homo sapiens	amiloride binding protein 1 (amine oxidase (copper-containing))
ABP1	uc009bwb.1	Mus musculus	amiloride binding protein 1 (amine oxidase, copper-containing)
ABP1	uc009bwa.1	Mus musculus	amiloride binding protein 1 (amine oxidase, copper-containing)
CYBB	uc004ddr.2	Homo sapiens	cytochrome b-245, beta polypeptide
CYBB	uc011mkg.1	Homo sapiens	cytochrome b-245, beta polypeptide
CYBB	uc011mkf.1	Homo sapiens	cytochrome b-245, beta polypeptide
CYBB	uc011mke.1	Homo sapiens	cytochrome b-245, beta polypeptide
CYBB	uc009spv.1	Mus musculus	cytochrome b-245, beta polypeptide
CYBB	uc009spw.1	Mus musculus	cytochrome b-245, beta polypeptide
CYBB	uc009spu.1	Mus musculus	cytochrome b-245, beta polypeptide
STAT5A	uc007lmm.1	Mus musculus	signal transducer and activator of transcription 5A
STAT5A	uc007lmn.1	Mus musculus	signal transducer and activator of transcription 5A
STAT5A	uc007lml.1	Mus musculus	signal transducer and activator of transcription 5A
STAT5A	uc010cya.1	Homo sapiens	signal transducer and activator of transcription 5A
STAT5A	uc010cye.1	Homo sapiens	signal transducer and activator of transcription 5A
STAT5A	uc010cyb.1	Homo sapiens	signal transducer and activator of transcription 5A
STAT5A	uc002hzj.1	Homo sapiens	signal transducer and activator of transcription 5A
STAT5A	uc010cyc.1	Homo sapiens	signal transducer and activator of transcription 5A
STAT5A	uc010cyd.1	Homo sapiens	signal transducer and activator of transcription 5A
FST	uc003jpd.2	Homo sapiens	follistatin
FST	uc003jpc.2	Homo sapiens	follistatin
FST	uc007rxn.1	Mus musculus	follistatin
FST	uc007rxp.1	Mus musculus	follistatin
FST	uc007rxo.1	Mus musculus	follistatin
STAT5B	uc002hzh.2	Homo sapiens	signal transducer and activator of transcription 5B
STAT5B	uc002hzi.3	Homo sapiens	signal transducer and activator of transcription 5B
STAT5B	uc007lmi.1	Mus musculus	signal transducer and activator of transcription 5B
STAT5B	uc007lmj.1	Mus musculus	signal transducer and activator of transcription 5B
STAT5B	uc007lmk.1	Mus musculus	signal transducer and activator of transcription 5B
CD52	uc001bmc.2	Homo sapiens	CD52 molecule
CD52	uc009vsg.1	Homo sapiens	CD52 molecule
CD52	uc008vea.1	Mus musculus	CD52 antigen
CD53	uc008qwm.1	Mus musculus	CD53 antigen
CD53	uc001dzw.2	Homo sapiens	CD53 molecule
CD53	uc001dzx.2	Homo sapiens	CD53 molecule
CD53	uc010owa.1	Homo sapiens	CD53 molecule
CD53	uc001dzy.2	Homo sapiens	CD53 molecule
C1QC	uc008viq.1	Mus musculus	complement component 1, q subcomponent, C chain
C1QC	uc001bgb.2	Homo sapiens	complement component 1, q subcomponent, C chain
C1QC	uc001bgc.3	Homo sapiens	complement component 1, q subcomponent, C chain
C1QC	uc001bga.3	Homo sapiens	complement component 1, q subcomponent, C chain
RAB1A	uc002sdm.2	Homo sapiens	RAB1A, member RAS oncogene family
RAB1A	uc010yqe.1	Homo sapiens	RAB1A, member RAS oncogene family
RAB1A	uc002sdn.2	Homo sapiens	RAB1A, member RAS oncogene family
RAB1A	uc002sdo.2	Homo sapiens	RAB1A, member RAS oncogene family
CD48	uc007doz.1	Mus musculus	CD48 antigen
CD48	uc007dpa.1	Mus musculus	CD48 antigen
CD48	uc001fwp.2	Homo sapiens	CD48 molecule
CD48	uc001fwn.2	Homo sapiens	CD48 molecule
CD48	uc001fwo.1	Homo sapiens	CD48 molecule
DDX17	uc007wtp.1	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
DDX17	uc007wts.1	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
DDX17	uc007wtt.1	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
DDX17	uc007wtr.1	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
DDX17	uc007wtq.1	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
DDX17	uc003avy.3	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
DDX17	uc010gxp.2	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
DDX17	uc003avx.3	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
DDX17	uc011anu.1	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
DDX17	uc003avw.3	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
ATP2B4	uc007cqu.1	Mus musculus	ATPase, Ca++ transporting, plasma membrane 4
ATP2B4	uc007cqv.1	Mus musculus	ATPase, Ca++ transporting, plasma membrane 4
ATP2B4	uc007cqw.1	Mus musculus	ATPase, Ca++ transporting, plasma membrane 4
ATP2B4	uc007cqx.1	Mus musculus	ATPase, Ca++ transporting, plasma membrane 4
ATP2B4	uc010pqj.1	Homo sapiens	ATPase, Ca++ transporting, plasma membrane 4
ATP2B4	uc001gzv.2	Homo sapiens	ATPase, Ca++ transporting, plasma membrane 4
ATP2B4	uc009xar.2	Homo sapiens	ATPase, Ca++ transporting, plasma membrane 4
ATP2B4	uc001gzx.2	Homo sapiens	ATPase, Ca++ transporting, plasma membrane 4
ATP2B4	uc009xaq.2	Homo sapiens	ATPase, Ca++ transporting, plasma membrane 4
ATP2B4	uc001gzw.2	Homo sapiens	ATPase, Ca++ transporting, plasma membrane 4
CD44	uc001mvu.2	Homo sapiens	CD44 molecule (Indian blood group)
CD44	uc010res.1	Homo sapiens	CD44 molecule (Indian blood group)
CD44	uc009ykh.2	Homo sapiens	CD44 molecule (Indian blood group)
CD44	uc010ret.1	Homo sapiens	CD44 molecule (Indian blood group)
CD44	uc001mvw.2	Homo sapiens	CD44 molecule (Indian blood group)
CD44	uc001mvy.2	Homo sapiens	CD44 molecule (Indian blood group)
CD44	uc010reu.1	Homo sapiens	CD44 molecule (Indian blood group)
CD44	uc001mvx.2	Homo sapiens	CD44 molecule (Indian blood group)
CD44	uc010rer.1	Homo sapiens	CD44 molecule (Indian blood group)
CD44	uc001mvv.2	Homo sapiens	CD44 molecule (Indian blood group)
CD44	uc001mwc.3	Homo sapiens	CD44 molecule (Indian blood group)
CD44	uc008lih.1	Mus musculus	CD44 antigen
CD44	uc008lig.1	Mus musculus	CD44 antigen
CD44	uc008lik.1	Mus musculus	CD44 antigen
CD44	uc008lij.1	Mus musculus	CD44 antigen
CD44	uc008lii.1	Mus musculus	CD44 antigen
CD44	uc008lif.1	Mus musculus	CD44 antigen
CD44	uc008lie.1	Mus musculus	CD44 antigen
IFNG	uc001stw.1	Homo sapiens	interferon, gamma
IFNG	uc007hdy.1	Mus musculus	interferon gamma
RAB23	uc007anx.1	Mus musculus	RAB23, member RAS oncogene family
RAB23	uc007anu.1	Mus musculus	RAB23, member RAS oncogene family
RAB23	uc007anv.1	Mus musculus	RAB23, member RAS oncogene family
RAB23	uc007anw.1	Mus musculus	RAB23, member RAS oncogene family
RAB23	uc003pdt.2	Homo sapiens	RAB23, member RAS oncogene family
RAB23	uc003pds.2	Homo sapiens	RAB23, member RAS oncogene family
RAB23	uc010kad.2	Homo sapiens	RAB23, member RAS oncogene family
RAB23	uc010kac.2	Homo sapiens	RAB23, member RAS oncogene family
GPT2	uc002een.2	Homo sapiens	glutamic pyruvate transaminase (alanine aminotransferase) 2
GPT2	uc002eel.2	Homo sapiens	glutamic pyruvate transaminase (alanine aminotransferase) 2
GPT2	uc002eem.2	Homo sapiens	glutamic pyruvate transaminase (alanine aminotransferase) 2
GPT2	uc009mpz.1	Mus musculus	glutamic pyruvate transaminase (alanine aminotransferase) 2
GPT2	uc009mpx.1	Mus musculus	glutamic pyruvate transaminase (alanine aminotransferase) 2
GPT2	uc009mpy.1	Mus musculus	glutamic pyruvate transaminase (alanine aminotransferase) 2
FTL	uc002plo.2	Homo sapiens	similar to ferritin, light polypeptide; ferritin, light polypeptide
FTL	uc002pln.1	Homo sapiens	similar to ferritin, light polypeptide; ferritin, light polypeptide
C1GALT1C1	uc004esz.2	Homo sapiens	C1GALT1-specific chaperone 1
C1GALT1C1	uc004esy.2	Homo sapiens	C1GALT1-specific chaperone 1
C1GALT1C1	uc009tag.1	Mus musculus	C1GALT1-specific chaperone 1
CD3G	uc001psu.2	Homo sapiens	CD3g molecule, gamma (CD3-TCR complex)
CD3G	uc009zaa.1	Homo sapiens	CD3g molecule, gamma (CD3-TCR complex)
CD3G	uc009pex.1	Mus musculus	CD3 antigen, gamma polypeptide
CD3D	uc001pss.1	Homo sapiens	CD3d molecule, delta (CD3-TCR complex)
CD3D	uc001pst.1	Homo sapiens	CD3d molecule, delta (CD3-TCR complex)
CD3D	uc009pey.1	Mus musculus	CD3 antigen, delta polypeptide
CD3E	uc009pez.1	Mus musculus	CD3 antigen, epsilon polypeptide
CD3E	uc001psq.3	Homo sapiens	CD3e molecule, epsilon (CD3-TCR complex)
CD3E	uc010rya.1	Homo sapiens	CD3e molecule, epsilon (CD3-TCR complex)
CD3E	uc009yzz.1	Homo sapiens	CD3e molecule, epsilon (CD3-TCR complex)
TIMD4	uc007iox.1	Mus musculus	T-cell immunoglobulin and mucin domain containing 4
TIMD4	uc010jii.2	Homo sapiens	T-cell immunoglobulin and mucin domain containing 4
TIMD4	uc003lwh.2	Homo sapiens	T-cell immunoglobulin and mucin domain containing 4
TIMD4	uc003lwg.2	Homo sapiens	T-cell immunoglobulin and mucin domain containing 4
CD40	uc002xri.1	Homo sapiens	CD40 molecule, TNF receptor superfamily member 5
CD40	uc002xrl.1	Homo sapiens	CD40 molecule, TNF receptor superfamily member 5
CD40	uc002xrh.1	Homo sapiens	CD40 molecule, TNF receptor superfamily member 5
CD40	uc002xrk.1	Homo sapiens	CD40 molecule, TNF receptor superfamily member 5
CD40	uc002xrg.1	Homo sapiens	CD40 molecule, TNF receptor superfamily member 5
CD40	uc002xrf.1	Homo sapiens	CD40 molecule, TNF receptor superfamily member 5
CD40	uc002xrj.1	Homo sapiens	CD40 molecule, TNF receptor superfamily member 5
CD40	uc008nwy.1	Mus musculus	CD40 antigen
CD40	uc008nwx.1	Mus musculus	CD40 antigen
CD40	uc008nxa.1	Mus musculus	CD40 antigen
CD40	uc008nxb.1	Mus musculus	CD40 antigen
CD40	uc008nwz.1	Mus musculus	CD40 antigen
OPTN	uc008ifn.1	Mus musculus	optineurin
OPTN	uc008ifm.1	Mus musculus	optineurin
OPTN	uc008ifl.1	Mus musculus	optineurin
OPTN	uc001ilz.1	Homo sapiens	optineurin
OPTN	uc001ilv.1	Homo sapiens	optineurin
OPTN	uc010qbr.1	Homo sapiens	optineurin
OPTN	uc001ilw.1	Homo sapiens	optineurin
OPTN	uc001ilu.1	Homo sapiens	optineurin
OPTN	uc001ilx.1	Homo sapiens	optineurin
OPTN	uc001ily.1	Homo sapiens	optineurin
CD38	uc011bxc.1	Homo sapiens	CD38 molecule
CD38	uc003goj.1	Homo sapiens	CD38 molecule
CD38	uc003gol.1	Homo sapiens	CD38 molecule
CD38	uc008xic.1	Mus musculus	CD38 antigen
CCR8	uc009sca.1	Mus musculus	chemokine (C-C motif) receptor 8
CCR8	uc010hhr.2	Homo sapiens	chemokine (C-C motif) receptor 8
CCR8	uc003cjm.2	Homo sapiens	chemokine (C-C motif) receptor 8
C1QB	uc008vip.1	Mus musculus	complement component 1, q subcomponent, beta polypeptide
C1QB	uc001bgd.2	Homo sapiens	complement component 1, q subcomponent, B chain
CCR7	uc002huw.2	Homo sapiens	chemokine (C-C motif) receptor 7
CCR7	uc007lih.1	Mus musculus	chemokine (C-C motif) receptor 7
CD37	uc002pnf.3	Homo sapiens	CD37 molecule
CD37	uc002pnc.2	Homo sapiens	CD37 molecule
CD37	uc002pne.2	Homo sapiens	CD37 molecule
CD37	uc010yam.1	Homo sapiens	CD37 molecule
CD37	uc010yan.1	Homo sapiens	CD37 molecule
CD37	uc002pnd.2	Homo sapiens	CD37 molecule
CD37	uc009guh.1	Mus musculus	CD37 antigen
CD37	uc009guk.1	Mus musculus	CD37 antigen
CD37	uc009guj.1	Mus musculus	CD37 antigen
CD37	uc009gui.1	Mus musculus	CD37 antigen
CCR5	uc003cpo.3	Homo sapiens	chemokine (C-C motif) receptor 5
CCR5	uc010hjd.2	Homo sapiens	chemokine (C-C motif) receptor 5
CCR5	uc009shd.1	Mus musculus	chemokine (C-C motif) receptor 5
CCR4	uc003cfg.1	Homo sapiens	chemokine (C-C motif) receptor 4
CCR4	uc009rxo.1	Mus musculus	chemokine (C-C motif) receptor 4
CD34	uc007eeq.1	Mus musculus	CD34 antigen
CD34	uc007eep.1	Mus musculus	CD34 antigen
CD34	uc001hgx.1	Homo sapiens	CD34 molecule
CD34	uc010psj.1	Homo sapiens	CD34 molecule
CD34	uc001hgw.1	Homo sapiens	CD34 molecule
CD34	uc001hgv.1	Homo sapiens	CD34 molecule
TACSTD2	uc001cyz.3	Homo sapiens	tumor-associated calcium signal transducer 2
TACSTD2	uc009cfq.1	Mus musculus	tumor-associated calcium signal transducer 2
CD33	uc009gmy.1	Mus musculus	CD33 antigen
CD33	uc009gna.1	Mus musculus	CD33 antigen
CD33	uc009gmz.1	Mus musculus	CD33 antigen
CD33	uc010eou.1	Homo sapiens	CD33 molecule
CD33	uc010eos.1	Homo sapiens	CD33 molecule
CD33	uc002pwa.2	Homo sapiens	CD33 molecule
CD33	uc010eot.1	Homo sapiens	CD33 molecule
CCR3	uc009sha.2	Mus musculus	chemokine (C-C motif) receptor 3
CCR3	uc003cpi.1	Homo sapiens	chemokine (C-C motif) receptor 3
CCR3	uc010hjb.1	Homo sapiens	chemokine (C-C motif) receptor 3
CCR3	uc003cpj.1	Homo sapiens	chemokine (C-C motif) receptor 3
CCR3	uc003cpg.1	Homo sapiens	chemokine (C-C motif) receptor 3
CCR3	uc003cpk.1	Homo sapiens	chemokine (C-C motif) receptor 3
CCR3	uc003cpl.1	Homo sapiens	chemokine (C-C motif) receptor 3
CCR2	uc009shc.1	Mus musculus	chemokine (C-C motif) receptor 2
CCR2	uc009shb.1	Mus musculus	chemokine (C-C motif) receptor 2
CCR2	uc003cpn.3	Homo sapiens	chemokine (C-C motif) receptor 2
CCR2	uc003cpm.3	Homo sapiens	chemokine (C-C motif) receptor 2
BTN3A2	uc003nho.1	Homo sapiens	butyrophilin, subfamily 3, member A2
BTN3A2	uc003nhp.2	Homo sapiens	butyrophilin, subfamily 3, member A2
BTN3A2	uc011dke.1	Homo sapiens	butyrophilin, subfamily 3, member A2
BTN3A2	uc010jqi.1	Homo sapiens	butyrophilin, subfamily 3, member A2
BTN3A2	uc010jqh.1	Homo sapiens	butyrophilin, subfamily 3, member A2
BTN3A2	uc011dkd.1	Homo sapiens	butyrophilin, subfamily 3, member A2
BIN2	uc001ryh.2	Homo sapiens	bridging integrator 2
BIN2	uc010sng.1	Homo sapiens	bridging integrator 2
BIN2	uc009zlz.2	Homo sapiens	bridging integrator 2
BIN2	uc001ryg.2	Homo sapiens	bridging integrator 2
TMX1	uc007ntu.1	Mus musculus	thioredoxin-related transmembrane protein 1
TMX1	uc001wza.3	Homo sapiens	thioredoxin-related transmembrane protein 1
TMX1	uc010tqr.1	Homo sapiens	thioredoxin-related transmembrane protein 1
TMX1	uc010aoa.2	Homo sapiens	thioredoxin-related transmembrane protein 1
CDK5R1	uc007kmg.1	Mus musculus	cyclin-dependent kinase 5, regulatory subunit 1 (p35)
CDK5R1	uc002hhn.2	Homo sapiens	cyclin-dependent kinase 5, regulatory subunit 1 (p35)
CDK5R1	uc010wca.1	Homo sapiens	cyclin-dependent kinase 5, regulatory subunit 1 (p35)
CDK5R1	uc010ctc.2	Homo sapiens	cyclin-dependent kinase 5, regulatory subunit 1 (p35)
NEK3	uc010tgx.1	Homo sapiens	NIMA (never in mitosis gene a)-related kinase 3
NEK3	uc001vgi.2	Homo sapiens	NIMA (never in mitosis gene a)-related kinase 3
NEK3	uc001vgg.2	Homo sapiens	NIMA (never in mitosis gene a)-related kinase 3
NEK3	uc010tgy.1	Homo sapiens	NIMA (never in mitosis gene a)-related kinase 3
NEK3	uc001vgh.2	Homo sapiens	NIMA (never in mitosis gene a)-related kinase 3
NEK3	uc009lcr.1	Mus musculus	NIMA (never in mitosis gene a)-related expressed kinase 3
C11orf75	uc001pdr.2	Homo sapiens	hypothetical LOC728675; chromosome 11 open reading frame 75
C11orf75	uc001pds.3	Homo sapiens	hypothetical LOC728675; chromosome 11 open reading frame 75
MMD	uc002iui.2	Homo sapiens	monocyte to macrophage differentiation-associated
MMD	uc007kwn.1	Mus musculus	monocyte to macrophage differentiation-associated; similar to monocyte to macrophage differentiation-associated
MMD	uc007kwp.1	Mus musculus	monocyte to macrophage differentiation-associated; similar to monocyte to macrophage differentiation-associated
MMD	uc007kwo.1	Mus musculus	monocyte to macrophage differentiation-associated; similar to monocyte to macrophage differentiation-associated
CD72	uc008spv.1	Mus musculus	CD72 antigen
CD72	uc008spt.1	Mus musculus	CD72 antigen
CD72	uc008sps.1	Mus musculus	CD72 antigen
CD72	uc008spu.1	Mus musculus	CD72 antigen
CD72	uc008spr.1	Mus musculus	CD72 antigen
CD72	uc010mkw.1	Homo sapiens	CD72 molecule
CD72	uc003zxb.2	Homo sapiens	CD72 molecule
CD72	uc010mkt.1	Homo sapiens	CD72 molecule
CD72	uc010mkv.2	Homo sapiens	CD72 molecule
CD72	uc003zxc.1	Homo sapiens	CD72 molecule
CD72	uc010mku.2	Homo sapiens	CD72 molecule
TK1	uc007mnz.1	Mus musculus	predicted gene 6091; thymidine kinase 1
TK1	uc002jux.2	Homo sapiens	thymidine kinase 1, soluble
TK1	uc002juw.2	Homo sapiens	thymidine kinase 1, soluble
FAM65B	uc007pwd.1	Mus musculus	family with sequence similarity 65, member B
FAM65B	uc007pwe.1	Mus musculus	family with sequence similarity 65, member B
FAM65B	uc007pwc.1	Mus musculus	family with sequence similarity 65, member B
FAM65B	uc007pwb.1	Mus musculus	family with sequence similarity 65, member B
FAM65B	uc007pwa.1	Mus musculus	family with sequence similarity 65, member B
FAM65B	uc011djt.1	Homo sapiens	family with sequence similarity 65, member B
FAM65B	uc003neo.1	Homo sapiens	family with sequence similarity 65, member B
FAM65B	uc011dju.1	Homo sapiens	family with sequence similarity 65, member B
FAM65B	uc011djs.1	Homo sapiens	family with sequence similarity 65, member B
FAM65B	uc003nep.2	Homo sapiens	family with sequence similarity 65, member B
TAL1	uc008uem.1	Mus musculus	T-cell acute lymphocytic leukemia 1
TAL1	uc008uek.1	Mus musculus	T-cell acute lymphocytic leukemia 1
TAL1	uc008uel.1	Mus musculus	T-cell acute lymphocytic leukemia 1
TAL1	uc001cqx.2	Homo sapiens	T-cell acute lymphocytic leukemia 1
